533186.7610	8604598.4000	769.1798
533189.8320	8604596.9300	767.1582
533191.1380	8604595.1500	767.1201
533194.4510	8604584.9100	767.2515
533195.9760	8604576.2800	767.0102
533199.8110	8604568.3100	767.0626
533203.7820	8604563.7500	767.5442
533211.7900	8604547.6200	767.4627
533214.6790	8604543.5500	767.1820
533216.4850	8604541.6100	767.1316
533227.9100	8604530.5000	767.2754
533236.3670	8604522.2200	767.7915
533239.0430	8604517.1400	768.2967
533245.5100	8604504.7900	768.3175
533247.8440	8604500.0300	767.8929
533253.8830	8604491.8200	767.9254
533258.1530	8604484.5200	768.2205
533262.2600	8604475.3400	768.4306
533262.7930	8604472.3800	769.2196
533258.6090	8604479.0200	769.9317
533251.5440	8604492.8300	769.4067
533245.3850	8604502.7900	769.1691
533237.4880	8604518.1900	769.3126
533222.0640	8604534.0300	768.1491
533206.9500	8604556.0900	768.8878
533198.4370	8604568.7800	768.3079
533192.9110	8604584.3700	768.5047
533189.4010	8604596.1900	769.1584
