NAME,Height,Easting,Northing
Battfjellet Formation,487.974,517677.663,8667240.786
Battfjellet Formation,503.170,517639.397,8667210.079
Battfjellet Formation,487.974,517676.873,8667242.738
Battfjellet Formation,503.526,517715.012,8667275.071
Battfjellet Formation,513.422,517757.027,8667297.201
Battfjellet Formation,522.593,517807.019,8667298.074
Battfjellet Formation,532.096,517840.727,8667318.118
Battfjellet Formation,532.040,517849.675,8667367.311
Battfjellet Formation,510.486,517858.624,8667416.504
Battfjellet Formation,523.891,517847.632,8667465.055
Battfjellet Formation,507.364,517835.540,8667513.571
Battfjellet Formation,508.259,517823.449,8667562.087
Battfjellet Formation,495.217,517811.357,8667610.603
Battfjellet Formation,495.033,517799.266,8667659.119
Battfjellet Formation,499.429,517787.174,8667707.635
Battfjellet Formation,489.035,517771.126,8667754.798
Battfjellet Formation,491.611,517750.988,8667800.563
Battfjellet Formation,493.883,517730.850,8667846.329
Battfjellet Formation,488.997,517710.712,8667892.094
Battfjellet Formation,481.219,517690.574,8667937.859
Battfjellet Formation,494.271,517670.436,8667983.624
Battfjellet Formation,502.508,517650.298,8668029.390
Battfjellet Formation,500.162,517630.159,8668075.155
Battfjellet Formation,508.895,517496.208,8668509.242
Battfjellet Formation,522.097,517531.981,8668539.594
Battfjellet Formation,545.134,517571.451,8668570.288
Battfjellet Formation,561.515,517610.922,8668600.981
Battfjellet Formation,586.953,517648.538,8668633.369
Battfjellet Formation,576.056,517675.542,8668675.449
Battfjellet Formation,581.383,517702.547,8668717.529
Battfjellet Formation,562.708,517729.552,8668759.609
Battfjellet Formation,536.003,517731.406,8668806.210
Battfjellet Formation,524.996,517720.746,8668855.061
Battfjellet Formation,512.176,517710.086,8668903.911
Battfjellet Formation,516.461,517699.426,8668952.762
Battfjellet Formation,522.101,517688.766,8669001.612
Battfjellet Formation,535.517,517657.826,8669038.355
Battfjellet Formation,540.104,517619.881,8669070.916
Battfjellet Formation,537.239,517581.937,8669103.476
Battfjellet Formation,513.696,517543.992,8669136.037
Battfjellet Formation,507.887,517506.048,8669168.598
Battfjellet Formation,499.168,517468.103,8669201.159
Battfjellet Formation,509.033,517419.012,8669202.787
Battfjellet Formation,522.422,517369.019,8669201.914
Battfjellet Formation,532.462,517319.027,8669201.042
Battfjellet Formation,544.274,517269.035,8669200.169
Battfjellet Formation,544.952,517219.042,8669199.297
Battfjellet Formation,534.517,517169.050,8669198.424
Battfjellet Formation,534.031,517123.770,8669181.364
Battfjellet Formation,527.862,517081.123,8669155.265
Battfjellet Formation,524.987,517038.475,8669129.166
Battfjellet Formation,514.698,516995.827,8669103.066
Battfjellet Formation,505.349,516953.179,8669076.967
Battfjellet Formation,498.579,516910.532,8669050.868
Battfjellet Formation,497.355,516867.884,8669024.768
Battfjellet Formation,491.758,516825.236,8668998.669
Battfjellet Formation,487.136,516782.589,8668972.570
Battfjellet Formation,491.390,516740.287,8668945.978
Battfjellet Formation,500.267,516701.262,8668914.720
Battfjellet Formation,522.288,516662.237,8668883.462
Battfjellet Formation,526.365,516623.213,8668852.204
Battfjellet Formation,537.119,516584.188,8668820.945
Battfjellet Formation,545.337,516545.163,8668789.687
Battfjellet Formation,540.203,516506.139,8668758.429
Battfjellet Formation,548.477,516513.358,8668766.774
Battfjellet Formation,542.219,516552.383,8668798.032
Battfjellet Formation,542.562,516591.408,8668829.291
Battfjellet Formation,529.980,516630.432,8668860.549
Battfjellet Formation,511.264,516669.457,8668891.807
Battfjellet Formation,500.267,516708.482,8668923.065
Battfjellet Formation,485.529,516747.938,8668953.709
Battfjellet Formation,491.498,516790.586,8668979.809
Battfjellet Formation,495.561,516833.233,8669005.908
Battfjellet Formation,498.116,516875.881,8669032.007
Battfjellet Formation,498.579,516918.529,8669058.106
Battfjellet Formation,505.349,516961.176,8669084.206
Battfjellet Formation,507.577,517003.824,8669110.305
Battfjellet Formation,519.318,517046.472,8669136.404
Battfjellet Formation,527.862,517089.120,8669162.504
Battfjellet Formation,540.279,517131.767,8669188.603
Battfjellet Formation,538.606,517178.538,8669200.590
Battfjellet Formation,544.952,517228.531,8669201.463
Battfjellet Formation,542.167,517278.523,8669202.335
Battfjellet Formation,532.462,517328.515,8669203.208
Battfjellet Formation,517.909,517378.508,8669204.080
Battfjellet Formation,509.033,517428.500,8669204.953
Battfjellet Formation,497.086,517475.508,8669197.440
Battfjellet Formation,504.862,517513.453,8669164.879
Battfjellet Formation,513.986,517551.397,8669132.318
Battfjellet Formation,537.239,517589.342,8669099.757
Battfjellet Formation,545.406,517627.286,8669067.196
Battfjellet Formation,535.517,517665.231,8669034.635
Battfjellet Formation,509.646,517692.154,8668995.466
Battfjellet Formation,525.978,517702.814,8668946.615
Battfjellet Formation,512.176,517713.474,8668897.765
Battfjellet Formation,532.263,517724.134,8668848.914
Battfjellet Formation,536.003,517734.794,8668800.064
Battfjellet Formation,562.708,517728.472,8668754.223
Battfjellet Formation,581.383,517701.467,8668712.143
Battfjellet Formation,576.056,517674.462,8668670.063
Battfjellet Formation,574.652,517647.458,8668627.983
Battfjellet Formation,557.192,517608.648,8668596.679
Battfjellet Formation,533.733,517569.178,8668565.986
Battfjellet Formation,522.361,517529.707,8668535.292
Battfjellet Formation,464.412,514778.848,8668479.263
Battfjellet Formation,468.154,514755.385,8668519.889
Battfjellet Formation,471.114,514732.247,8668564.213
Battfjellet Formation,487.650,514709.109,8668608.537
Battfjellet Formation,482.431,514685.972,8668652.862
Battfjellet Formation,478.724,514661.532,8668695.742
Battfjellet Formation,490.451,514615.050,8668714.164
Battfjellet Formation,509.204,514568.568,8668732.587
Battfjellet Formation,512.813,514522.085,8668751.009
Battfjellet Formation,521.696,514475.603,8668769.431
Battfjellet Formation,520.523,514429.120,8668787.854
Battfjellet Formation,515.702,514382.638,8668806.276
Battfjellet Formation,513.213,514334.326,8668818.689
Battfjellet Formation,521.024,514285.463,8668829.290
Battfjellet Formation,513.074,514236.600,8668839.891
Battfjellet Formation,512.929,514187.736,8668850.492
Battfjellet Formation,512.878,514138.873,8668861.093
Battfjellet Formation,512.534,514090.010,8668871.693
Battfjellet Formation,516.582,514041.146,8668882.294
Battfjellet Formation,505.152,513992.283,8668892.895
Battfjellet Formation,514.635,513943.076,8668900.775
Battfjellet Formation,517.642,513893.112,8668902.677
Battfjellet Formation,517.404,513843.148,8668904.579
Battfjellet Formation,519.240,513793.184,8668906.480
Battfjellet Formation,522.858,513743.220,8668908.382
Battfjellet Formation,508.761,513693.257,8668910.284
Battfjellet Formation,514.515,513643.293,8668912.186
Battfjellet Formation,515.206,513593.329,8668914.088
Battfjellet Formation,519.203,513543.365,8668915.989
Battfjellet Formation,529.148,513500.174,8668897.929
Battfjellet Formation,544.671,513461.681,8668866.017
Battfjellet Formation,528.760,513423.189,8668834.106
Battfjellet Formation,531.343,513391.927,8668796.225
Battfjellet Formation,521.425,513367.881,8668752.387
Battfjellet Formation,522.460,513343.836,8668708.548
Battfjellet Formation,512.313,513319.790,8668664.710
Battfjellet Formation,509.796,513310.811,8668617.150
Battfjellet Formation,508.504,513311.683,8668567.158
Battfjellet Formation,507.254,513312.556,8668517.166
Battfjellet Formation,507.806,513313.429,8668467.173
Battfjellet Formation,504.589,513314.301,8668417.181
Battfjellet Formation,507.953,513315.174,8668367.189
Battfjellet Formation,504.365,513316.046,8668317.196
Battfjellet Formation,488.282,513303.827,8668269.090
Battfjellet Formation,488.282,513300.431,8668264.952
Battfjellet Formation,504.365,513314.122,8668312.842
Battfjellet Formation,507.953,513313.249,8668362.834
Battfjellet Formation,504.589,513312.377,8668412.826
Battfjellet Formation,507.806,513311.504,8668462.819
Battfjellet Formation,507.254,513310.632,8668512.811
Battfjellet Formation,496.463,513309.759,8668562.804
Battfjellet Formation,498.274,513308.886,8668612.796
Battfjellet Formation,512.313,513315.455,8668660.964
Battfjellet Formation,522.460,513339.500,8668704.803
Battfjellet Formation,525.940,513363.546,8668748.641
Battfjellet Formation,520.205,513387.591,8668792.480
Battfjellet Formation,528.760,513417.197,8668831.736
Battfjellet Formation,544.671,513455.690,8668863.648
Battfjellet Formation,529.148,513494.182,8668895.559
Battfjellet Formation,519.203,513535.831,8668918.278
Battfjellet Formation,517.688,513585.795,8668916.376
Battfjellet Formation,514.515,513635.758,8668914.474
Battfjellet Formation,509.318,513685.722,8668912.572
Battfjellet Formation,510.102,513735.686,8668910.670
Battfjellet Formation,518.928,513785.650,8668908.769
Battfjellet Formation,517.404,513835.614,8668906.867
Battfjellet Formation,518.937,513885.577,8668904.965
Battfjellet Formation,514.635,513935.541,8668903.063
Battfjellet Formation,508.900,513984.921,8668896.539
Battfjellet Formation,516.582,514033.784,8668885.938
Battfjellet Formation,515.641,514082.648,8668875.337
Battfjellet Formation,512.878,514131.511,8668864.736
Battfjellet Formation,512.929,514180.374,8668854.136
Battfjellet Formation,514.863,514229.238,8668843.535
Battfjellet Formation,510.512,514278.101,8668832.934
Battfjellet Formation,514.956,514326.964,8668822.333
Battfjellet Formation,505.490,514375.663,8668811.192
Battfjellet Formation,509.313,514422.146,8668792.769
Battfjellet Formation,515.011,514468.628,8668774.347
Battfjellet Formation,512.813,514515.111,8668755.924
Battfjellet Formation,509.204,514561.593,8668737.502
Battfjellet Formation,500.828,514608.076,8668719.080
Battfjellet Formation,478.724,514654.558,8668700.657
Battfjellet Formation,482.431,514683.234,8668662.428
Battfjellet Formation,482.507,514706.372,8668618.104
Battfjellet Formation,481.921,514729.509,8668573.780
Battfjellet Formation,468.154,514752.647,8668529.455
Battfjellet Formation,464.412,514775.785,8668485.131
Battfjellet Formation,470.416,513030.082,8668177.260
Battfjellet Formation,480.306,512989.061,8668200.024
Battfjellet Formation,484.742,512946.416,8668226.127
Battfjellet Formation,482.194,512903.779,8668252.243
Battfjellet Formation,486.307,512867.806,8668286.968
Battfjellet Formation,477.801,512831.839,8668321.701
Battfjellet Formation,478.587,512795.872,8668356.434
Battfjellet Formation,474.239,512759.905,8668391.167
Battfjellet Formation,481.253,512723.938,8668425.900
Battfjellet Formation,481.239,512687.971,8668460.633
Battfjellet Formation,475.792,512652.004,8668495.366
Battfjellet Formation,481.386,512616.037,8668530.099
Battfjellet Formation,489.540,512578.690,8668561.881
Battfjellet Formation,500.424,512528.975,8668567.216
Battfjellet Formation,496.353,512479.261,8668572.551
Battfjellet Formation,500.101,512429.546,8668577.886
Battfjellet Formation,498.637,512381.635,8668576.135
Battfjellet Formation,508.048,512340.523,8668547.678
Battfjellet Formation,499.370,512299.411,8668519.221
Battfjellet Formation,490.164,512258.299,8668490.764
Battfjellet Formation,482.365,512217.187,8668462.307
Battfjellet Formation,470.108,512176.075,8668433.850
Battfjellet Formation,448.574,512129.070,8668416.922
Battfjellet Formation,441.107,512081.919,8668400.285
Battfjellet Formation,443.325,512034.768,8668383.648
Battfjellet Formation,435.631,511986.354,8668392.922
Battfjellet Formation,438.750,511937.824,8668404.960
Battfjellet Formation,438.063,511889.295,8668416.998
Battfjellet Formation,447.769,511840.766,8668429.036
Battfjellet Formation,453.375,511792.237,8668441.074
Battfjellet Formation,476.447,511743.707,8668453.112
Battfjellet Formation,489.838,511695.178,8668465.150
Battfjellet Formation,488.899,511651.328,8668485.669
Battfjellet Formation,479.331,511615.361,8668520.402
Battfjellet Formation,465.184,511579.394,8668555.135
Battfjellet Formation,467.872,511535.727,8668558.688
Battfjellet Formation,480.558,511487.726,8668544.692
Battfjellet Formation,481.760,511439.724,8668530.696
Battfjellet Formation,487.746,511391.723,8668516.700
Battfjellet Formation,489.284,511343.722,8668502.705
Battfjellet Formation,485.201,511296.720,8668486.670
Battfjellet Formation,476.347,511256.265,8668457.287
Battfjellet Formation,480.440,511215.810,8668427.903
Battfjellet Formation,491.080,511175.355,8668398.520
Battfjellet Formation,505.687,511134.900,8668369.136
Battfjellet Formation,500.729,511094.446,8668339.752
Battfjellet Formation,481.200,511055.775,8668308.434
Battfjellet Formation,462.236,511023.214,8668270.489
Battfjellet Formation,471.369,510990.653,8668232.545
Battfjellet Formation,466.002,510958.092,8668194.600
Battfjellet Formation,478.925,510925.531,8668156.656
Battfjellet Formation,486.113,510892.970,8668118.711
Battfjellet Formation,490.074,510857.511,8668083.851
Battfjellet Formation,481.085,510817.594,8668053.742
Battfjellet Formation,485.399,510777.676,8668023.632
Battfjellet Formation,489.574,510737.759,8667993.522
Battfjellet Formation,504.166,510697.842,8667963.412
Battfjellet Formation,502.655,510657.924,8667933.302
Battfjellet Formation,506.903,510618.007,8667903.192
Battfjellet Formation,511.814,510611.290,8667856.899
Battfjellet Formation,503.585,510612.163,8667806.907
Battfjellet Formation,488.371,510613.036,8667756.914
Battfjellet Formation,470.661,510629.418,8667713.666
Battfjellet Formation,462.515,510665.385,8667678.933
Battfjellet Formation,454.240,510701.352,8667644.200
Battfjellet Formation,447.640,510737.565,8667609.814
Battfjellet Formation,451.697,510782.211,8667587.302
Battfjellet Formation,453.200,510826.856,8667564.791
Battfjellet Formation,454.750,510871.502,8667542.279
Battfjellet Formation,453.225,510916.148,8667519.768
Battfjellet Formation,449.227,510960.793,8667497.256
Battfjellet Formation,437.609,511005.439,8667474.744
Battfjellet Formation,454.331,511050.084,8667452.233
Battfjellet Formation,441.796,511094.730,8667429.721
Battfjellet Formation,434.479,511139.375,8667407.210
Battfjellet Formation,426.278,511184.021,8667384.698
Battfjellet Formation,421.715,511231.986,8667374.176
Battfjellet Formation,407.632,511281.852,8667370.519
Battfjellet Formation,381.315,511331.718,8667366.862
Battfjellet Formation,384.291,511381.585,8667363.205
Battfjellet Formation,413.531,511431.451,8667359.548
Battfjellet Formation,424.060,511481.317,8667355.891
Battfjellet Formation,430.535,511531.183,8667352.233
Battfjellet Formation,425.049,511581.049,8667348.576
Battfjellet Formation,430.734,511630.915,8667344.919
Battfjellet Formation,436.732,511680.781,8667341.262
Battfjellet Formation,444.704,511730.647,8667337.605
Battfjellet Formation,436.122,511779.979,8667329.535
Battfjellet Formation,442.150,511829.276,8667321.180
Battfjellet Formation,446.618,511878.573,8667312.825
Battfjellet Formation,437.541,511927.870,8667304.469
Battfjellet Formation,439.761,511977.166,8667296.114
Battfjellet Formation,426.100,512026.463,8667287.759
Battfjellet Formation,438.205,512075.760,8667279.403
Battfjellet Formation,451.278,512125.057,8667271.048
Battfjellet Formation,442.438,512174.354,8667262.693
Battfjellet Formation,433.153,512223.651,8667254.337
Battfjellet Formation,414.371,512272.948,8667245.982
Battfjellet Formation,416.436,512322.245,8667237.627
Battfjellet Formation,442.973,512371.542,8667229.271
Battfjellet Formation,459.707,512420.839,8667220.916
Battfjellet Formation,480.673,512470.136,8667212.561
Battfjellet Formation,471.745,512519.069,8667202.804
Battfjellet Formation,460.007,512566.185,8667186.068
Battfjellet Formation,454.176,512613.300,8667169.331
Battfjellet Formation,471.883,512660.416,8667152.595
Battfjellet Formation,479.430,512707.532,8667135.858
Battfjellet Formation,488.433,512754.647,8667119.122
Battfjellet Formation,486.996,512801.763,8667102.386
Battfjellet Formation,485.781,512848.879,8667085.649
Battfjellet Formation,488.245,512895.995,8667068.913
Battfjellet Formation,496.689,512943.110,8667052.176
Battfjellet Formation,501.317,512990.226,8667035.440
Battfjellet Formation,502.648,513037.342,8667018.703
Battfjellet Formation,501.814,513084.458,8667001.967
Battfjellet Formation,494.624,513128.611,8666978.858
Battfjellet Formation,493.346,513171.768,8666953.610
Battfjellet Formation,489.915,513214.925,8666928.362
Battfjellet Formation,491.336,513258.082,8666903.114
Battfjellet Formation,488.137,513301.239,8666877.866
Battfjellet Formation,488.774,513344.396,8666852.618
Battfjellet Formation,483.497,513387.553,8666827.370
Battfjellet Formation,504.069,513430.711,8666802.122
Battfjellet Formation,509.975,513473.868,8666776.874
Battfjellet Formation,512.361,513517.025,8666751.626
Battfjellet Formation,504.470,513560.182,8666726.378
Battfjellet Formation,500.837,513603.339,8666701.130
Battfjellet Formation,492.618,513646.496,8666675.882
Battfjellet Formation,483.129,513690.336,8666651.857
Battfjellet Formation,463.270,513734.461,8666628.341
Battfjellet Formation,464.918,513778.586,8666604.825
Battfjellet Formation,478.140,513822.711,8666581.310
Battfjellet Formation,486.532,513866.836,8666557.794
Battfjellet Formation,493.523,513910.961,8666534.278
Battfjellet Formation,483.517,513955.086,8666510.763
Battfjellet Formation,461.216,513999.211,8666487.247
Battfjellet Formation,461.188,514043.336,8666463.732
Battfjellet Formation,477.593,514087.461,8666440.216
Battfjellet Formation,514.336,514130.913,8666415.493
Battfjellet Formation,516.887,514174.119,8666390.328
Battfjellet Formation,515.571,514217.324,8666365.163
Battfjellet Formation,513.200,514260.530,8666339.998
Battfjellet Formation,509.634,514303.736,8666314.833
Battfjellet Formation,488.969,514346.941,8666289.669
Battfjellet Formation,481.503,514390.147,8666264.504
Battfjellet Formation,487.324,514433.353,8666239.339
Battfjellet Formation,482.996,514476.558,8666214.174
Battfjellet Formation,469.135,514519.764,8666189.009
Battfjellet Formation,480.054,514562.970,8666163.844
Battfjellet Formation,509.229,514606.175,8666138.679
Battfjellet Formation,523.363,514649.381,8666113.514
Battfjellet Formation,516.373,514692.587,8666088.350
Battfjellet Formation,504.896,514735.792,8666063.185
Battfjellet Formation,518.114,514778.998,8666038.020
Battfjellet Formation,535.471,514822.204,8666012.855
Battfjellet Formation,531.547,514865.409,8665987.690
Battfjellet Formation,525.182,514908.363,8665962.181
Battfjellet Formation,524.484,514945.166,8665928.336
Battfjellet Formation,535.965,514981.969,8665894.490
Battfjellet Formation,540.713,515018.772,8665860.644
Battfjellet Formation,539.333,515055.576,8665826.799
Battfjellet Formation,547.865,515092.379,8665792.953
Battfjellet Formation,540.091,515129.182,8665759.107
Battfjellet Formation,536.195,515165.985,8665725.262
Battfjellet Formation,541.106,515202.788,8665691.416
Battfjellet Formation,537.021,515239.592,8665657.571
Battfjellet Formation,529.934,515276.395,8665623.725
Battfjellet Formation,517.237,515313.198,8665589.879
Battfjellet Formation,510.093,515350.001,8665556.034
Battfjellet Formation,490.297,515386.804,8665522.188
Battfjellet Formation,478.666,515423.608,8665488.343
Battfjellet Formation,476.450,515469.971,8665469.668
Battfjellet Formation,484.062,515516.384,8665451.072
Battfjellet Formation,482.911,515562.798,8665432.476
Battfjellet Formation,481.536,515609.211,8665413.881
Battfjellet Formation,485.365,515655.625,8665395.285
Battfjellet Formation,486.754,515702.038,8665376.689
Battfjellet Formation,487.785,515748.451,8665358.094
Battfjellet Formation,502.838,515794.865,8665339.498
Battfjellet Formation,507.893,515841.278,8665320.903
Battfjellet Formation,513.246,515887.605,8665302.158
Battfjellet Formation,517.590,515924.607,8665268.530
Battfjellet Formation,527.761,515961.610,8665234.902
Battfjellet Formation,529.140,515998.612,8665201.275
Battfjellet Formation,528.953,516035.615,8665167.647
Battfjellet Formation,519.796,516072.617,8665134.020
Battfjellet Formation,526.043,516109.620,8665100.392
Battfjellet Formation,525.688,516146.622,8665066.765
Battfjellet Formation,529.381,516183.625,8665033.137
Battfjellet Formation,522.186,516220.627,8664999.509
Battfjellet Formation,515.892,516257.630,8664965.882
Battfjellet Formation,514.931,516294.632,8664932.254
Battfjellet Formation,511.169,516338.060,8664908.732
Battfjellet Formation,509.881,516384.210,8664889.494
Battfjellet Formation,510.022,516430.361,8664870.255
Battfjellet Formation,510.649,516476.512,8664851.017
Battfjellet Formation,509.366,516522.662,8664831.779
Battfjellet Formation,510.358,516568.813,8664812.540
Battfjellet Formation,511.376,516614.964,8664793.302
Battfjellet Formation,505.188,516661.114,8664774.063
Battfjellet Formation,491.952,516708.229,8664759.875
Battfjellet Formation,489.369,516758.222,8664760.747
Battfjellet Formation,486.405,516808.214,8664761.620
Battfjellet Formation,483.178,516858.207,8664762.492
Battfjellet Formation,480.943,516908.199,8664763.365
Battfjellet Formation,484.475,516954.682,8664780.890
Battfjellet Formation,485.603,517000.775,8664800.267
Battfjellet Formation,486.789,517046.867,8664819.644
Battfjellet Formation,492.756,517092.960,8664839.021
Battfjellet Formation,508.533,517139.053,8664858.398
Battfjellet Formation,507.430,517161.064,8664831.741
Battfjellet Formation,502.813,517170.611,8664782.661
Battfjellet Formation,497.595,517180.159,8664733.581
Battfjellet Formation,494.025,517189.706,8664684.501
Battfjellet Formation,506.773,517199.253,8664635.421
Battfjellet Formation,518.890,517208.800,8664586.341
Battfjellet Formation,527.507,517218.348,8664537.261
Battfjellet Formation,535.061,517227.895,8664488.181
Battfjellet Formation,548.475,517236.974,8664439.018
Battfjellet Formation,549.453,517244.908,8664389.651
Battfjellet Formation,544.568,517252.842,8664340.285
Battfjellet Formation,532.207,517260.776,8664290.918
Battfjellet Formation,538.204,517291.655,8664252.843
Battfjellet Formation,529.672,517325.929,8664216.439
Battfjellet Formation,525.405,517360.203,8664180.034
Battfjellet Formation,526.923,517394.477,8664143.630
Battfjellet Formation,531.415,517428.752,8664107.226
Battfjellet Formation,542.670,517463.026,8664070.821
Battfjellet Formation,531.533,517497.300,8664034.417
Battfjellet Formation,502.062,517535.812,8664002.836
Battfjellet Formation,500.062,517576.329,8663973.539
Battfjellet Formation,481.100,517616.847,8663944.242
Battfjellet Formation,485.958,517657.364,8663914.944
Battfjellet Formation,493.363,517697.882,8663885.647
Battfjellet Formation,513.170,517738.399,8663856.350
Battfjellet Formation,516.766,517778.917,8663827.052
Battfjellet Formation,519.393,517821.348,8663800.976
Battfjellet Formation,513.170,517866.452,8663779.399
Battfjellet Formation,503.800,517911.557,8663757.822
Battfjellet Formation,498.436,517956.662,8663736.245
Battfjellet Formation,493.878,518001.767,8663714.668
Battfjellet Formation,494.169,518046.872,8663693.092
Battfjellet Formation,492.857,518091.976,8663671.515
Battfjellet Formation,490.877,518137.081,8663649.938
Battfjellet Formation,495.405,518182.186,8663628.361
Battfjellet Formation,494.961,518225.943,8663604.225
Battfjellet Formation,497.555,518269.260,8663579.252
Battfjellet Formation,513.739,518312.577,8663554.279
Battfjellet Formation,511.829,518355.895,8663529.307
Battfjellet Formation,516.811,518399.212,8663504.334
Battfjellet Formation,519.927,518442.529,8663479.362
Battfjellet Formation,535.105,518485.846,8663454.389
Battfjellet Formation,547.114,518529.163,8663429.416
Battfjellet Formation,561.079,518572.480,8663404.444
Battfjellet Formation,563.327,518615.797,8663379.471
Battfjellet Formation,561.121,518659.114,8663354.499
Battfjellet Formation,543.672,518702.431,8663329.526
Battfjellet Formation,533.360,518745.748,8663304.553
Battfjellet Formation,522.231,518789.065,8663279.581
Battfjellet Formation,522.422,518829.900,8663290.529
Battfjellet Formation,518.049,518869.370,8663321.222
Battfjellet Formation,509.013,518908.841,8663351.916
Battfjellet Formation,507.353,518948.311,8663382.609
Battfjellet Formation,512.587,518987.781,8663413.303
Battfjellet Formation,513.641,518998.568,8663459.723
Battfjellet Formation,501.499,519003.221,8663509.506
Battfjellet Formation,494.952,519007.875,8663559.289
Battfjellet Formation,482.038,519012.528,8663609.072
Battfjellet Formation,488.313,519026.170,8663656.005
Battfjellet Formation,487.189,519051.143,8663699.322
Battfjellet Formation,513.759,519076.116,8663742.639
Battfjellet Formation,525.368,519101.088,8663785.956
Battfjellet Formation,530.849,519126.061,8663829.273
Battfjellet Formation,519.292,519151.033,8663872.590
Battfjellet Formation,530.115,519169.114,8663919.044
Battfjellet Formation,532.587,519185.379,8663966.325
Battfjellet Formation,521.795,519201.643,8664013.606
Battfjellet Formation,494.306,519217.908,8664060.886
Battfjellet Formation,477.773,519234.172,8664108.167
Battfjellet Formation,500.669,519245.947,8664155.370
Battfjellet Formation,525.301,519228.042,8664202.054
Battfjellet Formation,527.490,519210.138,8664248.738
Battfjellet Formation,525.920,519192.233,8664295.422
Battfjellet Formation,510.205,519174.328,8664342.107
Battfjellet Formation,522.016,519156.424,8664388.791
Battfjellet Formation,532.565,519138.519,8664435.475
Battfjellet Formation,525.990,519120.614,8664482.160
Battfjellet Formation,544.244,519102.710,8664528.844
Battfjellet Formation,579.126,519084.805,8664575.528
Battfjellet Formation,590.985,519066.901,8664622.213
Battfjellet Formation,591.795,519048.996,8664668.897
Battfjellet Formation,594.205,519005.552,8664670.029
Battfjellet Formation,582.063,518956.383,8664660.949
Battfjellet Formation,548.784,518907.215,8664651.870
Battfjellet Formation,535.286,518858.046,8664642.790
Battfjellet Formation,548.784,518897.166,8664652.048
Battfjellet Formation,570.742,518946.335,8664661.127
Battfjellet Formation,594.205,518995.504,8664670.207
Battfjellet Formation,584.685,519044.673,8664679.286
Battfjellet Formation,586.251,519064.151,8664634.966
Battfjellet Formation,579.126,519082.056,8664588.281
Battfjellet Formation,550.207,519099.961,8664541.597
Battfjellet Formation,524.599,519117.865,8664494.913
Battfjellet Formation,532.565,519135.770,8664448.229
Battfjellet Formation,524.803,519153.675,8664401.544
Battfjellet Formation,507.940,519171.579,8664354.860
Battfjellet Formation,530.573,519189.484,8664308.176
Battfjellet Formation,537.956,519207.389,8664261.491
Battfjellet Formation,527.280,519225.293,8664214.807
Battfjellet Formation,500.669,519243.198,8664168.123
Battfjellet Formation,482.189,519240.719,8664121.051
Battfjellet Formation,489.941,519224.455,8664073.771
Battfjellet Formation,521.795,519208.191,8664026.490
Battfjellet Formation,520.464,519191.926,8663979.209
Battfjellet Formation,526.363,519175.662,8663931.928
Battfjellet Formation,519.292,519159.397,8663884.648
Battfjellet Formation,524.149,519135.134,8663841.007
Battfjellet Formation,523.346,519110.161,8663797.690
Battfjellet Formation,524.484,519085.189,8663754.373
Battfjellet Formation,503.287,519060.216,8663711.056
Battfjellet Formation,479.005,519035.244,8663667.738
Battfjellet Formation,479.995,519015.807,8663622.660
Battfjellet Formation,481.863,519011.154,8663572.877
Battfjellet Formation,503.600,519006.500,8663523.094
Battfjellet Formation,509.121,519001.847,8663473.311
Battfjellet Formation,503.778,518997.193,8663423.528
Battfjellet Formation,510.642,518961.785,8663390.553
Battfjellet Formation,501.761,518922.315,8663359.860
Battfjellet Formation,511.224,518882.844,8663329.166
Battfjellet Formation,517.871,518843.374,8663298.473
Battfjellet Formation,513.127,518803.693,8663268.839
Battfjellet Formation,531.958,518760.376,8663293.812
Battfjellet Formation,543.283,518717.059,8663318.784
Battfjellet Formation,552.351,518673.742,8663343.757
Battfjellet Formation,557.659,518630.425,8663368.730
Battfjellet Formation,561.079,518587.108,8663393.702
Battfjellet Formation,555.659,518543.791,8663418.675
Battfjellet Formation,542.046,518500.474,8663443.647
Battfjellet Formation,522.151,518457.157,8663468.620
Battfjellet Formation,522.680,518413.839,8663493.593
Battfjellet Formation,520.216,518370.522,8663518.565
Battfjellet Formation,503.452,518327.205,8663543.538
Battfjellet Formation,495.717,518283.888,8663568.510
Battfjellet Formation,500.740,518240.571,8663593.483
Battfjellet Formation,498.776,518197.254,8663618.456
Battfjellet Formation,498.157,518152.351,8663640.416
Battfjellet Formation,485.140,518107.247,8663661.993
Battfjellet Formation,487.240,518062.142,8663683.570
Battfjellet Formation,491.702,518017.037,8663705.147
Battfjellet Formation,490.268,517971.932,8663726.723
Battfjellet Formation,492.204,517926.827,8663748.300
Battfjellet Formation,502.264,517881.723,8663769.877
Battfjellet Formation,521.762,517836.618,8663791.454
Battfjellet Formation,522.320,517792.529,8663814.742
Battfjellet Formation,513.146,517752.011,8663844.039
Battfjellet Formation,507.497,517711.494,8663873.336
Battfjellet Formation,485.217,517670.976,8663902.634
Battfjellet Formation,487.245,517630.459,8663931.931
Battfjellet Formation,489.884,517589.941,8663961.228
Battfjellet Formation,502.062,517549.424,8663990.526
Battfjellet Formation,519.717,517508.906,8664019.823
Battfjellet Formation,539.604,517474.336,8664055.891
Battfjellet Formation,540.878,517440.061,8664092.295
Battfjellet Formation,520.641,517405.787,8664128.700
Battfjellet Formation,523.758,517371.513,8664165.104
Battfjellet Formation,528.913,517337.239,8664201.508
Battfjellet Formation,529.764,517302.965,8664237.913
