NAME,Height,Easting,Northing
Battfjellet Formation,405.450,534771.863,8602280.922
Battfjellet Formation,417.910,534731.256,8602251.748
Battfjellet Formation,411.516,534690.650,8602222.574
Battfjellet Formation,410.795,534650.043,8602193.401
Battfjellet Formation,410.161,534609.311,8602164.467
Battfjellet Formation,415.311,534561.786,8602148.931
Battfjellet Formation,424.970,534514.261,8602133.395
Battfjellet Formation,416.347,534466.736,8602117.859
Battfjellet Formation,399.660,534420.382,8602099.329
Battfjellet Formation,382.195,534374.931,8602078.491
Battfjellet Formation,364.248,534329.480,8602057.654
Battfjellet Formation,350.388,534284.028,8602036.817
Battfjellet Formation,348.236,534243.519,8602011.948
Battfjellet Formation,323.458,534232.241,8601963.237
Battfjellet Formation,317.395,534220.963,8601914.525
Battfjellet Formation,335.833,534209.427,8601865.937
Battfjellet Formation,349.172,534174.694,8601829.970
Battfjellet Formation,367.368,534139.961,8601794.003
Battfjellet Formation,366.699,534101.294,8601762.956
Battfjellet Formation,365.124,534058.552,8601737.012
Battfjellet Formation,357.727,534015.809,8601711.069
Battfjellet Formation,333.751,533973.066,8601685.125
Battfjellet Formation,341.598,533924.631,8601673.079
Battfjellet Formation,338.146,533875.965,8601661.606
Battfjellet Formation,350.999,533827.299,8601650.133
Battfjellet Formation,349.494,533778.633,8601638.661
Battfjellet Formation,341.792,533729.967,8601627.188
Battfjellet Formation,345.489,533681.301,8601615.716
Battfjellet Formation,359.949,533636.092,8601636.588
Battfjellet Formation,352.516,533590.987,8601658.164
Battfjellet Formation,330.547,533545.217,8601677.199
Battfjellet Formation,313.580,533495.324,8601680.481
Battfjellet Formation,304.276,533445.432,8601683.763
Battfjellet Formation,316.194,533396.059,8601684.583
Battfjellet Formation,324.131,533351.735,8601661.446
Battfjellet Formation,347.193,533307.410,8601638.308
Battfjellet Formation,350.292,533263.086,8601615.170
Battfjellet Formation,350.351,533215.609,8601615.234
Battfjellet Formation,339.591,533166.746,8601625.834
Battfjellet Formation,340.259,533117.883,8601636.435
Battfjellet Formation,317.722,533069.019,8601647.036
Battfjellet Formation,311.559,533022.916,8601663.130
Battfjellet Formation,327.302,532985.374,8601696.154
Battfjellet Formation,327.827,532947.832,8601729.178
Battfjellet Formation,339.544,532910.290,8601762.203
Battfjellet Formation,328.595,532872.748,8601795.227
Battfjellet Formation,323.168,532835.206,8601828.251
Battfjellet Formation,319.376,532797.664,8601861.276
Battfjellet Formation,332.129,532760.122,8601894.300
Battfjellet Formation,317.275,532722.581,8601927.324
Battfjellet Formation,312.655,532685.039,8601960.349
Battfjellet Formation,308.346,532647.497,8601993.373
Battfjellet Formation,298.226,532609.955,8602026.397
Battfjellet Formation,308.720,532572.413,8602059.422
Battfjellet Formation,314.999,532534.871,8602092.446
Battfjellet Formation,311.895,532497.329,8602125.470
Battfjellet Formation,325.931,532459.787,8602158.495
Battfjellet Formation,341.880,532432.388,8602199.779
Battfjellet Formation,335.479,532407.683,8602243.249
Battfjellet Formation,330.156,532382.978,8602286.719
Battfjellet Formation,321.952,532384.379,8602331.944
Battfjellet Formation,324.457,532403.270,8602378.238
Battfjellet Formation,326.627,532422.161,8602424.532
Battfjellet Formation,318.035,532441.051,8602470.826
Battfjellet Formation,304.841,532447.454,8602519.798
Battfjellet Formation,297.125,532449.210,8602569.768
Battfjellet Formation,305.713,532450.966,8602619.737
Battfjellet Formation,313.544,532452.722,8602669.706
Battfjellet Formation,316.539,532454.478,8602719.675
Battfjellet Formation,298.765,532442.863,8602768.118
Battfjellet Formation,281.001,532429.891,8602816.406
Battfjellet Formation,284.587,532416.920,8602864.694
Battfjellet Formation,283.067,532403.948,8602912.982
Battfjellet Formation,289.980,532390.977,8602961.270
Battfjellet Formation,289.077,532378.005,8603009.558
Battfjellet Formation,290.406,532365.034,8603057.846
Battfjellet Formation,278.487,532345.133,8603103.289
Battfjellet Formation,273.702,532320.428,8603146.759
Battfjellet Formation,278.934,532295.723,8603190.230
Battfjellet Formation,283.089,532271.017,8603233.700
Battfjellet Formation,274.777,532246.312,8603277.170
Battfjellet Formation,275.294,532221.607,8603320.640
Battfjellet Formation,277.954,532192.377,8603359.574
Battfjellet Formation,252.680,532148.845,8603384.169
Battfjellet Formation,237.471,532105.443,8603408.911
Battfjellet Formation,252.680,532148.159,8603386.853
Battfjellet Formation,277.954,532191.692,8603362.258
Battfjellet Formation,275.294,532221.860,8603324.244
Battfjellet Formation,274.777,532246.565,8603280.774
Battfjellet Formation,283.089,532271.270,8603237.304
Battfjellet Formation,278.934,532295.975,8603193.834
Battfjellet Formation,277.437,532320.680,8603150.363
Battfjellet Formation,278.487,532345.385,8603106.893
Battfjellet Formation,290.406,532366.052,8603061.763
Battfjellet Formation,292.899,532379.024,8603013.475
Battfjellet Formation,289.980,532391.995,8602965.187
Battfjellet Formation,283.067,532404.967,8602916.899
Battfjellet Formation,284.587,532417.938,8602868.611
Battfjellet Formation,294.384,532430.910,8602820.323
Battfjellet Formation,295.208,532443.881,8602772.034
Battfjellet Formation,316.539,532456.622,8602723.717
Battfjellet Formation,315.655,532454.866,8602673.747
Battfjellet Formation,305.713,532453.109,8602623.778
Battfjellet Formation,307.226,532451.353,8602573.809
Battfjellet Formation,304.841,532449.597,8602523.840
Battfjellet Formation,318.035,532444.725,8602474.534
Battfjellet Formation,326.627,532425.834,8602428.240
Battfjellet Formation,324.457,532406.943,8602381.946
Battfjellet Formation,321.952,532388.052,8602335.652
Battfjellet Formation,332.395,532383.260,8602290.271
Battfjellet Formation,335.479,532407.965,8602246.801
Battfjellet Formation,341.880,532432.670,8602203.331
Battfjellet Formation,325.931,532459.395,8602161.504
Battfjellet Formation,311.895,532496.937,8602128.479
Battfjellet Formation,314.999,532534.479,8602095.455
Battfjellet Formation,308.720,532572.020,8602062.431
Battfjellet Formation,298.226,532609.562,8602029.406
Battfjellet Formation,308.346,532647.104,8601996.382
Battfjellet Formation,312.655,532684.646,8601963.358
Battfjellet Formation,327.000,532722.188,8601930.333
Battfjellet Formation,332.129,532759.730,8601897.309
Battfjellet Formation,319.376,532797.272,8601864.285
Battfjellet Formation,335.058,532834.814,8601831.260
Battfjellet Formation,328.595,532872.356,8601798.236
Battfjellet Formation,321.189,532909.897,8601765.212
Battfjellet Formation,343.089,532947.439,8601732.187
Battfjellet Formation,327.302,532984.981,8601699.163
Battfjellet Formation,311.559,533022.523,8601666.139
Battfjellet Formation,317.722,533068.215,8601649.257
Battfjellet Formation,340.259,533117.079,8601638.656
Battfjellet Formation,339.591,533165.942,8601628.055
Battfjellet Formation,350.351,533214.805,8601617.455
Battfjellet Formation,350.292,533262.301,8601617.017
Battfjellet Formation,347.193,533306.626,8601640.154
Battfjellet Formation,324.131,533350.950,8601663.292
Battfjellet Formation,316.194,533395.274,8601686.430
Battfjellet Formation,304.276,533444.618,8601685.821
Battfjellet Formation,313.580,533494.511,8601682.539
Battfjellet Formation,330.547,533544.403,8601679.257
Battfjellet Formation,352.516,533590.307,8601660.707
Battfjellet Formation,359.949,533635.411,8601639.130
Battfjellet Formation,345.489,533680.520,8601617.586
Battfjellet Formation,341.792,533729.186,8601629.059
Battfjellet Formation,349.494,533777.852,8601640.532
Battfjellet Formation,350.999,533826.518,8601652.004
Battfjellet Formation,338.146,533875.184,8601663.477
Battfjellet Formation,341.598,533923.850,8601674.949
Battfjellet Formation,333.751,533972.283,8601686.990
Battfjellet Formation,357.727,534015.026,8601712.933
Battfjellet Formation,365.124,534057.769,8601738.877
Battfjellet Formation,366.699,534100.511,8601764.820
Battfjellet Formation,367.368,534139.088,8601795.977
Battfjellet Formation,354.126,534173.821,8601831.944
Battfjellet Formation,335.833,534208.166,8601868.122
Battfjellet Formation,317.395,534219.444,8601916.833
Battfjellet Formation,323.458,534230.723,8601965.545
Battfjellet Formation,348.236,534242.001,8602014.256
Battfjellet Formation,350.388,534283.207,8602038.640
Battfjellet Formation,364.248,534328.658,8602059.478
Battfjellet Formation,382.195,534374.110,8602080.315
Battfjellet Formation,399.660,534419.561,8602101.152
Battfjellet Formation,416.347,534465.911,8602119.693
Battfjellet Formation,424.970,534513.436,8602135.229
Battfjellet Formation,423.845,534560.961,8602150.765
Battfjellet Formation,410.161,534608.486,8602166.301
Battfjellet Formation,416.276,534649.202,8602195.259
Battfjellet Formation,415.825,534689.809,8602224.433
Battfjellet Formation,417.910,534730.415,8602253.606
Battfjellet Formation,405.450,534771.022,8602282.780
Battfjellet Formation,385.256,534773.836,8602332.422
Battfjellet Formation,384.019,534776.084,8602382.372
Battfjellet Formation,378.680,534778.332,8602432.321
Battfjellet Formation,386.044,534780.579,8602482.270
Battfjellet Formation,399.313,534787.561,8602531.763
Battfjellet Formation,404.293,534807.377,8602573.670
Battfjellet Formation,396.084,534847.984,8602602.844
Battfjellet Formation,405.397,534888.591,8602632.017
Battfjellet Formation,406.175,534929.197,8602661.191
Battfjellet Formation,410.296,534964.723,8602695.120
Battfjellet Formation,392.216,534991.149,8602737.566
Battfjellet Formation,381.197,535017.575,8602780.012
Battfjellet Formation,371.240,535044.001,8602822.458
Battfjellet Formation,359.740,535070.427,8602864.904
Battfjellet Formation,369.580,535097.949,8602906.572
Battfjellet Formation,376.969,535129.283,8602945.536
Battfjellet Formation,378.312,535161.984,8602983.213
Battfjellet Formation,395.506,535199.032,8603016.790
Battfjellet Formation,409.052,535236.081,8603050.366
Battfjellet Formation,424.427,535259.825,8603092.020
Battfjellet Formation,405.726,535272.520,8603140.382
Battfjellet Formation,403.238,535285.215,8603188.743
Battfjellet Formation,383.930,535297.910,8603237.105
Battfjellet Formation,393.136,535310.606,8603285.466
Battfjellet Formation,402.419,535323.301,8603333.828
Battfjellet Formation,395.319,535335.996,8603382.189
Battfjellet Formation,394.305,535348.691,8603430.551
Battfjellet Formation,405.511,535362.699,8603478.391
Battfjellet Formation,426.739,535386.745,8603522.229
Battfjellet Formation,431.167,535410.790,8603566.068
Battfjellet Formation,405.391,535434.836,8603609.906
Battfjellet Formation,393.415,535457.990,8603653.907
Battfjellet Formation,388.414,535450.923,8603703.405
Battfjellet Formation,411.231,535443.851,8603752.900
Battfjellet Formation,423.557,535399.260,8603775.519
Battfjellet Formation,434.376,535354.669,8603798.139
Battfjellet Formation,430.113,535310.078,8603820.758
Battfjellet Formation,432.265,535265.487,8603843.378
Battfjellet Formation,671.293,538555.206,8616524.628
Battfjellet Formation,676.993,538508.688,8616542.052
Battfjellet Formation,680.516,538459.849,8616547.598
Battfjellet Formation,686.604,538409.857,8616546.725
Battfjellet Formation,688.590,538359.864,8616545.852
Battfjellet Formation,692.595,538309.872,8616544.980
Battfjellet Formation,691.338,538259.879,8616544.107
Battfjellet Formation,688.757,538209.887,8616543.235
Battfjellet Formation,692.943,538160.184,8616547.778
Battfjellet Formation,711.798,538110.571,8616553.984
Battfjellet Formation,714.898,538060.958,8616560.191
Battfjellet Formation,716.297,538011.344,8616566.397
Battfjellet Formation,695.530,537995.012,8616597.610
Battfjellet Formation,678.893,538003.655,8616646.858
Battfjellet Formation,688.497,538000.436,8616616.945
Battfjellet Formation,709.867,537995.451,8616570.400
Battfjellet Formation,716.764,538045.065,8616564.194
Battfjellet Formation,710.853,538094.678,8616557.988
Battfjellet Formation,708.304,538144.291,8616551.782
Battfjellet Formation,688.757,538193.905,8616545.576
Battfjellet Formation,692.225,538243.864,8616545.828
Battfjellet Formation,692.595,538293.856,8616546.701
Battfjellet Formation,690.627,538343.849,8616547.573
Battfjellet Formation,686.604,538393.841,8616548.446
Battfjellet Formation,682.791,538443.833,8616549.318
Battfjellet Formation,690.363,538493.804,8616550.027
Battfjellet Formation,680.524,538540.363,8616531.799
Battfjellet Formation,725.319,540763.916,8616342.368
Battfjellet Formation,722.714,540759.489,8616292.613
Battfjellet Formation,717.599,540754.836,8616242.830
Battfjellet Formation,722.695,540750.183,8616193.047
Battfjellet Formation,727.123,540745.529,8616143.264
Battfjellet Formation,718.367,540740.876,8616093.481
Battfjellet Formation,707.832,540736.222,8616043.698
Battfjellet Formation,701.878,540730.084,8615994.361
Battfjellet Formation,713.510,540706.039,8615950.522
Battfjellet Formation,710.134,540681.993,8615906.684
Battfjellet Formation,707.276,540657.948,8615862.845
Battfjellet Formation,704.813,540633.902,8615819.007
Battfjellet Formation,714.328,540608.820,8615775.790
Battfjellet Formation,712.749,540581.472,8615733.933
Battfjellet Formation,705.725,540554.123,8615692.075
Battfjellet Formation,706.505,540526.774,8615650.218
Battfjellet Formation,690.120,540499.426,8615608.360
Battfjellet Formation,685.188,540472.077,8615566.503
Battfjellet Formation,700.212,540444.728,8615524.645
Battfjellet Formation,703.784,540417.379,8615482.788
Battfjellet Formation,687.656,540390.031,8615440.930
Battfjellet Formation,686.242,540362.682,8615399.073
Battfjellet Formation,689.280,540331.851,8615360.276
Battfjellet Formation,699.985,540293.815,8615327.821
Battfjellet Formation,709.088,540255.779,8615295.367
Battfjellet Formation,713.277,540217.743,8615262.913
Battfjellet Formation,725.646,540179.707,8615230.459
Battfjellet Formation,729.842,540141.671,8615198.005
Battfjellet Formation,726.694,540103.635,8615165.551
Battfjellet Formation,729.591,540058.769,8615144.343
Battfjellet Formation,731.664,540012.422,8615125.582
Battfjellet Formation,732.391,539966.075,8615106.821
Battfjellet Formation,727.124,539919.728,8615088.061
Battfjellet Formation,717.763,539873.381,8615069.300
Battfjellet Formation,727.801,539827.035,8615050.539
Battfjellet Formation,735.372,539780.688,8615031.779
Battfjellet Formation,731.125,539734.341,8615013.018
Battfjellet Formation,704.347,539687.005,8614997.104
Battfjellet Formation,679.095,539639.004,8614983.109
Battfjellet Formation,666.565,539591.003,8614969.113
Battfjellet Formation,682.263,539543.001,8614955.117
Battfjellet Formation,673.556,539495.000,8614941.122
Battfjellet Formation,661.864,539446.999,8614927.126
Battfjellet Formation,666.662,539398.998,8614913.130
Battfjellet Formation,677.614,539349.279,8614912.363
Battfjellet Formation,679.510,539299.296,8614913.662
Battfjellet Formation,692.202,539249.312,8614914.962
Battfjellet Formation,703.641,539199.329,8614916.262
Battfjellet Formation,724.482,539149.346,8614917.562
Battfjellet Formation,722.067,539099.363,8614918.861
Battfjellet Formation,704.854,539052.412,8614922.883
Battfjellet Formation,697.346,539068.676,8614970.164
Battfjellet Formation,702.447,539084.941,8615017.445
Battfjellet Formation,700.441,539101.205,8615064.726
Battfjellet Formation,696.665,539110.920,8615113.440
Battfjellet Formation,687.209,539115.895,8615163.192
Battfjellet Formation,668.524,539120.869,8615212.944
Battfjellet Formation,657.579,539125.844,8615262.696
Battfjellet Formation,660.637,539130.818,8615312.448
Battfjellet Formation,654.404,539132.677,8615362.328
Battfjellet Formation,650.552,539131.805,8615412.320
Battfjellet Formation,658.913,539130.932,8615462.312
Battfjellet Formation,664.601,539129.703,8615512.038
Battfjellet Formation,655.802,539082.000,8615527.019
Battfjellet Formation,657.425,539034.297,8615542.001
Battfjellet Formation,657.182,538986.594,8615556.982
Battfjellet Formation,663.543,538939.398,8615573.331
Battfjellet Formation,669.646,538893.451,8615593.050
Battfjellet Formation,674.197,538847.504,8615612.769
Battfjellet Formation,681.993,538801.557,8615632.489
Battfjellet Formation,692.380,538755.609,8615652.208
Battfjellet Formation,699.785,538709.662,8615671.927
Battfjellet Formation,694.343,538663.715,8615691.647
Battfjellet Formation,686.141,538661.750,8615735.206
Battfjellet Formation,674.911,538671.258,8615776.294
Battfjellet Formation,694.993,538662.309,8615727.102
Battfjellet Formation,698.366,538674.433,8615689.223
Battfjellet Formation,687.973,538720.381,8615669.504
Battfjellet Formation,679.964,538766.328,8615649.784
Battfjellet Formation,683.590,538812.275,8615630.065
Battfjellet Formation,675.508,538858.222,8615610.346
Battfjellet Formation,669.646,538904.170,8615590.626
Battfjellet Formation,668.971,538950.117,8615570.907
Battfjellet Formation,660.765,538997.696,8615555.592
Battfjellet Formation,657.425,539045.399,8615540.611
Battfjellet Formation,658.132,539093.102,8615525.629
Battfjellet Formation,663.121,539132.204,8615504.019
Battfjellet Formation,658.913,539133.077,8615454.026
Battfjellet Formation,652.903,539133.950,8615404.034
Battfjellet Formation,654.404,539134.822,8615354.041
Battfjellet Formation,663.738,539132.004,8615304.201
Battfjellet Formation,657.579,539127.029,8615254.449
Battfjellet Formation,676.484,539122.055,8615204.697
Battfjellet Formation,687.209,539117.080,8615154.945
Battfjellet Formation,700.366,539112.106,8615105.193
Battfjellet Formation,700.441,539100.616,8615056.865
Battfjellet Formation,705.914,539084.352,8615009.585
Battfjellet Formation,700.274,539068.087,8614962.304
Battfjellet Formation,704.854,539061.648,8614921.843
Battfjellet Formation,723.055,539111.631,8614920.543
Battfjellet Formation,719.858,539161.614,8614919.243
Battfjellet Formation,696.505,539211.597,8614917.943
Battfjellet Formation,690.053,539261.580,8614916.644
Battfjellet Formation,678.219,539311.563,8614915.344
Battfjellet Formation,673.322,539361.547,8614914.044
Battfjellet Formation,662.024,539410.765,8614918.644
Battfjellet Formation,674.471,539458.766,8614932.640
Battfjellet Formation,673.556,539506.768,8614946.636
Battfjellet Formation,677.359,539554.769,8614960.632
Battfjellet Formation,682.097,539602.770,8614974.627
Battfjellet Formation,683.098,539650.771,8614988.623
Battfjellet Formation,705.028,539698.773,8615002.619
Battfjellet Formation,731.125,539745.680,8615019.766
Battfjellet Formation,727.194,539792.027,8615038.526
Battfjellet Formation,721.995,539838.374,8615057.287
Battfjellet Formation,728.767,539884.721,8615076.048
Battfjellet Formation,736.237,539931.068,8615094.808
Battfjellet Formation,744.972,539977.415,8615113.569
Battfjellet Formation,747.070,540023.761,8615132.330
Battfjellet Formation,733.828,540070.108,8615151.090
Battfjellet Formation,729.059,540112.750,8615175.957
Battfjellet Formation,717.253,540150.785,8615208.411
Battfjellet Formation,725.646,540188.821,8615240.865
Battfjellet Formation,723.570,540226.857,8615273.319
Battfjellet Formation,709.088,540264.893,8615305.773
Battfjellet Formation,700.834,540302.929,8615338.227
Battfjellet Formation,694.505,540340.965,8615370.681
Battfjellet Formation,695.638,540368.807,8615412.104
Battfjellet Formation,698.133,540396.156,8615453.962
Battfjellet Formation,712.876,540423.505,8615495.819
Battfjellet Formation,690.789,540450.854,8615537.677
Battfjellet Formation,691.602,540478.202,8615579.534
Battfjellet Formation,701.047,540505.551,8615621.392
Battfjellet Formation,699.097,540532.900,8615663.249
Battfjellet Formation,705.725,540560.248,8615705.107
Battfjellet Formation,712.749,540587.597,8615746.964
Battfjellet Formation,701.085,540614.946,8615788.822
Battfjellet Formation,710.487,540639.081,8615832.607
Battfjellet Formation,713.064,540663.126,8615876.445
Battfjellet Formation,716.875,540687.172,8615920.283
Battfjellet Formation,702.380,540711.217,8615964.122
Battfjellet Formation,701.878,540730.995,8616009.269
Battfjellet Formation,711.178,540735.649,8616059.052
Battfjellet Formation,718.367,540740.302,8616108.835
Battfjellet Formation,732.772,540744.956,8616158.618
Battfjellet Formation,732.128,540749.609,8616208.401
Battfjellet Formation,719.814,540754.263,8616258.184
Battfjellet Formation,722.714,540758.916,8616307.967
Battfjellet Formation,782.357,542069.981,8612768.100
Battfjellet Formation,792.419,542110.887,8612739.410
Battfjellet Formation,805.289,542151.718,8612710.550
Battfjellet Formation,799.641,542136.082,8612675.976
Battfjellet Formation,788.687,542101.349,8612640.009
Battfjellet Formation,777.497,542066.616,8612604.043
Battfjellet Formation,750.399,542031.883,8612568.076
Battfjellet Formation,771.328,541984.730,8612551.924
Battfjellet Formation,773.217,541937.205,8612536.388
Battfjellet Formation,773.727,541889.680,8612520.852
Battfjellet Formation,774.292,541842.155,8612505.316
Battfjellet Formation,774.557,541794.630,8612489.780
Battfjellet Formation,793.231,541747.105,8612474.244
Battfjellet Formation,788.459,541699.580,8612458.708
Battfjellet Formation,784.802,541652.055,8612443.171
Battfjellet Formation,785.498,541603.636,8612430.725
Battfjellet Formation,777.263,541555.158,8612418.483
Battfjellet Formation,785.498,541596.638,8612431.020
Battfjellet Formation,786.943,541645.116,8612443.262
Battfjellet Formation,788.459,541692.708,8612458.565
Battfjellet Formation,793.231,541740.233,8612474.101
Battfjellet Formation,781.969,541787.758,8612489.637
Battfjellet Formation,774.292,541835.284,8612505.174
Battfjellet Formation,773.727,541882.809,8612520.710
Battfjellet Formation,773.217,541930.334,8612536.246
Battfjellet Formation,771.328,541977.859,8612551.782
Battfjellet Formation,759.082,542025.384,8612567.318
Battfjellet Formation,777.497,542061.292,8612601.408
Battfjellet Formation,788.687,542096.024,8612637.375
Battfjellet Formation,799.641,542130.757,8612673.342
Battfjellet Formation,803.589,542151.827,8612708.024
Battfjellet Formation,792.419,542110.997,8612736.884
Battfjellet Formation,780.000,542070.166,8612765.744
Battfjellet Formation,737.317,541520.567,8612516.100
Battfjellet Formation,740.657,541524.729,8612565.261
Battfjellet Formation,754.107,541530.064,8612614.976
Battfjellet Formation,756.322,541535.399,8612664.690
Battfjellet Formation,754.107,541532.926,8612622.906
Battfjellet Formation,741.291,541527.592,8612573.191
Battfjellet Formation,737.317,541522.257,8612523.477
Battfjellet Formation,788.023,541578.560,8612727.050
Battfjellet Formation,796.097,541622.461,8612750.573
Battfjellet Formation,790.032,541666.785,8612773.711
Battfjellet Formation,778.495,541712.972,8612792.349
Battfjellet Formation,777.245,541760.686,8612807.293
Battfjellet Formation,778.036,541746.787,8612800.844
Battfjellet Formation,794.035,541699.072,8612785.901
Battfjellet Formation,803.572,541653.928,8612764.743
Battfjellet Formation,799.852,541609.604,8612741.606
Battfjellet Formation,780.877,541533.090,8611564.985
Battfjellet Formation,800.793,541563.789,8611525.519
Battfjellet Formation,802.047,541594.483,8611486.049
Battfjellet Formation,822.704,541615.104,8611441.558
Battfjellet Formation,812.365,541628.075,8611393.270
Battfjellet Formation,755.129,541633.694,8611349.302
Battfjellet Formation,773.357,541584.328,8611341.368
Battfjellet Formation,788.278,541534.961,8611333.434
Battfjellet Formation,781.042,541485.594,8611325.500
Battfjellet Formation,792.255,541436.228,8611317.566
Battfjellet Formation,796.661,541388.915,8611301.565
Battfjellet Formation,803.735,541341.764,8611284.928
Battfjellet Formation,810.074,541294.613,8611268.291
Battfjellet Formation,832.961,541247.462,8611251.655
Battfjellet Formation,839.450,541202.437,8611231.171
Battfjellet Formation,835.497,541163.255,8611200.110
Battfjellet Formation,829.031,541124.073,8611169.049
Battfjellet Formation,833.552,541084.891,8611137.988
Battfjellet Formation,826.808,541045.709,8611106.927
Battfjellet Formation,828.866,541006.528,8611075.866
Battfjellet Formation,820.610,540967.346,8611044.805
Battfjellet Formation,821.440,540920.920,8611026.525
Battfjellet Formation,812.070,540874.133,8611008.889
Battfjellet Formation,824.273,540827.347,8610991.253
Battfjellet Formation,808.197,540780.560,8610973.617
Battfjellet Formation,806.473,540734.661,8610977.730
Battfjellet Formation,788.518,540689.557,8610999.307
Battfjellet Formation,784.933,540644.452,8611020.883
Battfjellet Formation,793.614,540628.192,8611066.510
Battfjellet Formation,814.862,540615.221,8611114.798
Battfjellet Formation,795.626,540627.375,8611152.790
Battfjellet Formation,800.706,540641.008,8611158.237
Battfjellet Formation,814.862,540614.121,8611126.603
Battfjellet Formation,803.152,540627.092,8611078.315
Battfjellet Formation,796.564,540640.064,8611030.027
Battfjellet Formation,788.518,540681.482,8611005.386
Battfjellet Formation,796.096,540726.587,8610983.809
Battfjellet Formation,808.197,540772.135,8610972.579
Battfjellet Formation,824.273,540818.922,8610990.215
Battfjellet Formation,816.297,540865.708,8611007.851
Battfjellet Formation,821.440,540912.495,8611025.487
Battfjellet Formation,820.610,540959.281,8611043.123
Battfjellet Formation,828.866,540999.307,8611072.694
Battfjellet Formation,826.808,541038.489,8611103.755
Battfjellet Formation,833.552,541077.671,8611134.816
Battfjellet Formation,829.031,541116.852,8611165.877
Battfjellet Formation,835.497,541156.034,8611196.938
Battfjellet Formation,829.648,541195.216,8611227.999
Battfjellet Formation,832.961,541238.977,8611250.781
Battfjellet Formation,817.208,541286.128,8611267.418
Battfjellet Formation,803.735,541333.279,8611284.055
Battfjellet Formation,796.661,541380.430,8611300.692
Battfjellet Formation,797.544,541427.581,8611317.329
Battfjellet Formation,781.042,541476.734,8611326.102
Battfjellet Formation,792.365,541526.101,8611334.036
Battfjellet Formation,773.357,541575.467,8611341.970
Battfjellet Formation,759.242,541624.834,8611349.904
Battfjellet Formation,792.029,541627.381,8611388.146
Battfjellet Formation,822.704,541614.410,8611436.434
Battfjellet Formation,802.047,541595.340,8611481.688
Battfjellet Formation,800.793,541564.647,8611521.158
Battfjellet Formation,780.877,541533.953,8611560.629
Battfjellet Formation,763.979,541494.208,8611614.998
Battfjellet Formation,766.667,541460.092,8611638.900
Battfjellet Formation,797.800,541412.262,8611624.327
Battfjellet Formation,842.859,541365.618,8611607.818
Battfjellet Formation,830.969,541330.885,8611571.851
Battfjellet Formation,793.452,541296.152,8611535.884
Battfjellet Formation,793.452,541295.528,8611538.116
Battfjellet Formation,830.969,541330.261,8611574.083
Battfjellet Formation,831.350,541364.993,8611610.050
Battfjellet Formation,797.800,541411.821,8611626.283
Battfjellet Formation,766.667,541459.650,8611640.856
Battfjellet Formation,604.335,542759.673,8630798.600
Battfjellet Formation,611.633,542787.025,8630840.317
Battfjellet Formation,633.261,542814.764,8630881.917
Battfjellet Formation,645.662,542833.820,8630926.864
Battfjellet Formation,646.892,542841.178,8630976.319
Battfjellet Formation,643.314,542848.536,8631025.775
Battfjellet Formation,646.594,542855.894,8631075.231
Battfjellet Formation,638.607,542863.252,8631124.686
Battfjellet Formation,638.319,542871.004,8631174.047
Battfjellet Formation,633.621,542887.268,8631221.327
Battfjellet Formation,638.491,542903.532,8631268.608
Battfjellet Formation,637.844,542919.797,8631315.889
Battfjellet Formation,650.703,542951.017,8631351.524
Battfjellet Formation,659.863,542992.948,8631378.760
Battfjellet Formation,676.762,543034.879,8631405.996
Battfjellet Formation,681.322,543073.598,8631386.317
Battfjellet Formation,671.790,543111.176,8631353.334
Battfjellet Formation,674.237,543148.754,8631320.352
Battfjellet Formation,668.702,543186.333,8631287.369
Battfjellet Formation,657.225,543221.929,8631252.437
Battfjellet Formation,649.156,543254.261,8631214.297
Battfjellet Formation,660.422,543224.550,8631246.252
Battfjellet Formation,668.702,543189.612,8631281.830
Battfjellet Formation,666.627,543152.033,8631314.813
Battfjellet Formation,677.068,543114.455,8631347.796
Battfjellet Formation,681.322,543076.876,8631380.778
Battfjellet Formation,676.762,543038.746,8631406.123
Battfjellet Formation,659.863,542996.815,8631378.887
Battfjellet Formation,650.703,542954.884,8631351.651
Battfjellet Formation,637.844,542922.327,8631317.095
Battfjellet Formation,638.491,542906.062,8631269.814
Battfjellet Formation,633.621,542889.798,8631222.533
Battfjellet Formation,638.319,542873.533,8631175.253
Battfjellet Formation,638.607,542865.465,8631125.970
Battfjellet Formation,646.594,542858.107,8631076.515
Battfjellet Formation,654.382,542850.749,8631027.059
Battfjellet Formation,646.892,542843.391,8630977.603
Battfjellet Formation,645.662,542836.033,8630928.148
Battfjellet Formation,633.261,542817.804,8630882.871
Battfjellet Formation,622.073,542790.065,8630841.271
Battfjellet Formation,604.335,542762.326,8630799.671
Battfjellet Formation,771.903,545862.466,8631918.100
Battfjellet Formation,763.065,545859.492,8631868.827
Battfjellet Formation,750.452,545854.447,8631819.119
Battfjellet Formation,748.489,545845.498,8631769.927
Battfjellet Formation,740.500,545836.549,8631720.734
Battfjellet Formation,745.744,545827.601,8631671.541
Battfjellet Formation,738.521,545818.652,8631622.348
Battfjellet Formation,729.271,545797.248,8631578.120
Battfjellet Formation,725.935,545769.859,8631536.289
Battfjellet Formation,712.609,545742.469,8631494.458
Battfjellet Formation,700.298,545715.080,8631452.627
Battfjellet Formation,694.259,545687.690,8631410.797
Battfjellet Formation,690.088,545660.300,8631368.966
Battfjellet Formation,690.394,545632.911,8631327.135
