Easting,Northing,Height
553594.714,8555080.113,
553643.175,8555067.801,
553691.635,8555055.489,
553740.095,8555043.177,
553788.556,8555030.865,
553837.016,8555018.553,
553885.477,8555006.241,
553933.937,8554993.929,
553982.398,8554981.617,
554030.101,8554966.893,
554076.899,8554949.289,
554123.698,8554931.685,
554170.496,8554914.081,
554217.295,8554896.477,
554264.093,8554878.872,
554310.891,8554861.268,
554357.690,8554843.664,
554404.488,8554826.060,
554451.287,8554808.456,
554498.085,8554790.852,
554544.884,8554773.248,
554591.682,8554755.643,
554638.481,8554738.039,
554685.279,8554720.435,
554732.077,8554702.831,
554778.876,8554685.227,
554825.674,8554667.623,
554872.440,8554649.934,
554918.657,8554630.858,
554964.875,8554611.781,
555011.093,8554592.704,
555057.311,8554573.628,
555103.528,8554554.551,
555149.746,8554535.474,
555195.964,8554516.398,
555242.182,8554497.321,
555288.399,8554478.244,
555334.617,8554459.168,
555381.099,8554440.759,
555427.840,8554423.002,
555474.581,8554405.246,
555520.184,8554390.487,
555543.356,8554434.793,
555566.529,8554479.099,
555589.702,8554523.405,
555613.276,8554567.281,
555662.126,8554577.941,
555710.977,8554588.601,
555759.827,8554599.261,
555806.054,8554587.109,
555851.159,8554565.532,
555896.263,8554543.956,
555938.814,8554520.118,
555953.387,8554472.289,
555967.960,8554424.460,
555982.533,8554376.631,
555997.106,8554328.801,
556020.870,8554287.096,
556059.395,8554255.224,
556097.920,8554223.351,
556140.716,8554200.113,
556189.427,8554188.835,
556238.139,8554177.556,
556270.091,8554142.742,
556296.560,8554100.323,
556323.029,8554057.904,
556349.498,8554015.485,
556363.731,8553967.587,
556377.727,8553919.586,
556391.723,8553871.584,
556414.323,8553830.016,
556456.403,8553803.011,
556498.410,8553776.390,
556527.708,8553816.907,
556557.005,8553857.425,
556586.302,8553897.942,
556615.600,8553938.460,
556642.375,8553980.271,
556658.191,8554027.703,
556674.007,8554075.136,
556689.822,8554122.569,
556705.638,8554170.002,
556721.453,8554217.435,
556737.269,8554264.867,
556753.085,8554312.300,
556768.900,8554359.733,
556784.716,8554407.166,
556800.531,8554454.598,
556816.347,8554502.031,
556827.651,8554550.560,
556835.357,8554599.962,
556843.063,8554649.365,
556850.769,8554698.768,
556858.475,8554748.170,
556866.181,8554797.573,
556873.887,8554846.975,
556881.943,8554896.263,
556906.378,8554939.885,
556930.814,8554983.507,
556955.250,8555027.129,
556979.686,8555070.751,
556973.258,8555111.564,
556941.347,8555150.056,
556909.435,8555188.548,
556877.524,8555227.041,
556848.690,8555267.659,
556823.985,8555311.130,
556799.280,8555354.600,
556774.575,8555398.070,
556741.108,8555431.028,
556693.897,8555447.492,
556646.685,8555463.955,
556599.473,8555480.419,
556552.262,8555496.883,
556505.050,8555513.347,
556498.327,8555517.809,
556545.539,8555501.346,
556592.751,8555484.882,
556639.962,8555468.418,
556687.174,8555451.954,
556734.386,8555435.490,
556771.727,8555407.129,
556796.432,8555363.659,
556821.137,8555320.188,
556845.842,8555276.718,
