Easting,Northing,Height
554515.023,8620306.074,712.294
554465.031,8620305.201,701.451
554415.074,8620305.414,694.384
554365.242,8620309.520,675.309
554315.411,8620313.627,690.159
554265.580,8620317.733,680.797
554215.749,8620321.839,682.609
554165.918,8620325.945,680.266
554116.087,8620330.051,698.114
554067.672,8620341.079,707.955
554020.239,8620356.895,715.757
553972.806,8620372.710,697.179
553925.373,8620388.526,657.438
552600.723,8620186.662,667.132
552650.458,8620189.596,660.072
552700.399,8620192.030,661.754
552750.339,8620194.464,647.351
552798.774,8620205.692,629.187
552846.680,8620220.011,637.705
552894.585,8620234.331,626.064
552942.491,8620248.651,608.553
552990.397,8620262.971,614.413
553038.302,8620277.290,619.163
553086.208,8620291.610,618.541
553134.113,8620305.930,598.143
553182.353,8620318.597,599.543
553232.062,8620323.992,593.613
553281.770,8620329.387,594.054
553331.478,8620334.782,625.271
553381.186,8620340.178,635.254
553430.894,8620345.573,643.470
553480.602,8620350.968,627.471
553530.310,8620356.363,610.636
553578.892,8620368.007,598.999
553534.419,8620354.797,610.636
553484.711,8620349.402,650.992
553435.003,8620344.007,643.470
553385.295,8620338.612,635.254
553335.587,8620333.217,625.271
553285.879,8620327.822,594.054
553236.171,8620322.426,593.613
553186.463,8620317.031,599.543
553138.089,8620305.031,598.143
553090.183,8620290.711,611.869
553042.278,8620276.391,619.163
552994.372,8620262.071,614.413
552946.466,8620247.752,608.553
552898.561,8620233.432,626.064
552850.655,8620219.112,627.743
552802.750,8620204.792,629.187
552754.467,8620192.663,647.351
552704.527,8620190.229,661.754
552654.586,8620187.795,660.072
552604.645,8620185.361,667.132
554810.549,8615268.100,618.807
554812.395,8615218.672,679.949
554813.267,8615168.680,684.638
554828.173,8615121.824,671.720
554848.668,8615076.217,675.516
554869.163,8615030.611,683.542
554889.658,8614985.004,690.837
554910.153,8614939.398,726.476
554935.445,8614958.399,721.286
554962.449,8615000.480,709.128
554979.664,8615045.720,698.601
554982.355,8615095.647,698.403
554985.046,8615145.575,698.589
554987.738,8615195.502,696.751
554990.429,8615245.430,674.543
554977.916,8615293.173,640.150
554987.164,8615272.972,658.388
554991.278,8615224.014,678.356
554988.586,8615174.087,703.659
554985.895,8615124.159,699.107
554983.203,8615074.232,698.149
554980.176,8615024.399,694.125
554953.171,8614982.319,707.633
554926.167,8614940.239,726.476
554902.401,8614951.770,709.616
554881.906,8614997.376,691.997
554861.411,8615042.983,683.542
554840.916,8615088.589,675.516
554820.421,8615134.196,675.934
554811.030,8615182.292,692.546
554810.157,8615232.285,647.915
554023.141,8615243.034,646.980
553980.094,8615224.382,689.128
553938.482,8615244.577,687.509
553898.240,8615274.252,662.147
553857.998,8615303.927,663.645
553817.756,8615333.602,661.674
553777.514,8615363.276,676.984
553737.272,8615392.951,666.208
553697.030,8615422.626,671.374
553663.809,8615459.506,662.103
553633.115,8615498.976,624.221
553602.422,8615538.447,629.256
553571.728,8615577.917,621.119
553541.034,8615617.387,624.579
553510.341,8615656.858,624.489
553479.647,8615696.328,655.875
553448.954,8615735.798,643.943
553425.161,8615779.044,624.447
553408.524,8615826.195,603.298
553391.887,8615873.346,600.070
553375.250,8615920.497,582.019
553358.613,8615967.648,567.251
553332.857,8616004.936,556.067
553356.337,8615980.110,570.764
553372.974,8615932.959,584.920
553389.611,8615885.808,580.006
553406.247,8615838.657,601.764
553422.884,8615791.506,623.520
553443.249,8615746.392,643.943
553473.943,8615706.922,655.875
553504.636,8615667.452,647.060
553535.330,8615627.981,624.579
553566.023,8615588.511,640.136
553596.717,8615549.041,629.256
553627.410,8615509.570,639.218
553658.104,8615470.100,626.194
553689.111,8615430.951,667.161
553729.353,8615401.276,670.375
553769.594,8615371.601,676.124
553809.836,8615341.927,678.897
553850.078,8615312.252,641.513
553890.320,8615282.577,662.147
553930.562,8615252.903,659.162
553970.804,8615223.228,689.128
554017.450,8615240.851,646.980
546631.098,8634093.678,231.230
546601.432,8634132.300,230.883
546572.259,8634172.907,230.158
546543.085,8634213.513,241.659
546512.825,8634253.232,241.787
546478.840,8634289.907,247.425
546444.855,8634326.581,237.259
546410.870,8634363.256,236.497
546376.885,8634399.930,239.659
546342.900,8634436.605,233.412
546308.915,8634473.279,224.020
546274.930,8634509.954,221.644
546236.994,8634542.304,219.054
546197.411,8634572.852,216.858
546157.828,8634603.401,219.039
