533562.9530	8603467.8500	821.7343
533586.4330	8603431.0700	819.5661
533605.8750	8603425.3800	821.0490
533615.7960	8603422.3100	821.7754
533622.5290	8603405.5500	821.8249
533628.5600	8603390.0600	821.8568
533641.0300	8603379.8100	822.7618
533656.5440	8603377.4900	822.6704
533675.8620	8603371.8200	823.1557
533696.4320	8603366.8200	823.7941
533714.2050	8603356.9500	823.9437
533729.8210	8603327.7500	823.5593
533773.3230	8603297.5900	824.7084
533808.7170	8603294.4900	824.2201
533830.6070	8603289.7300	824.7176
533846.2830	8603278.9200	825.8727
533855.6880	8603255.5700	826.9195
533899.8180	8603214.6000	828.0963
533926.9650	8603208.8200	827.7950
533959.9020	8603206.1000	828.8168
533982.0070	8603204.6000	829.5857
533996.9150	8603177.4500	830.2670
534014.8040	8603142.8600	830.5290
534037.5410	8603136.1600	831.3449
534060.2110	8603137.9200	832.4044
534071.1020	8603126.8400	831.7554
534093.2550	8603123.7200	832.8317
534114.9700	8603128.2700	833.5425
534129.0930	8603125.6000	834.3178
534133.0810	8603119.8500	835.2460
534148.1390	8603101.6800	835.1606
534163.7970	8603091.8000	834.9358
534182.7170	8603089.1300	835.7489
534207.7610	8603095.6900	838.2561
534243.3100	8603080.7600	838.6244
