534301.3500	8603066.2400	850.6332
534237.7450	8603070.1000	847.4231
534214.5700	8603075.1100	845.6390
534189.2820	8603079.0800	844.5994
534153.9350	8603084.9700	842.4407
534126.3200	8603113.8400	842.6920
534098.1930	8603114.1000	841.2812
534072.3450	8603114.1700	839.6264
534052.6760	8603129.1600	839.3445
534036.5590	8603127.2800	838.0404
534015.2620	8603131.0900	837.9631
533994.5350	8603155.4600	838.0931
533984.4140	8603180.2900	838.5410
533973.1140	8603194.0100	837.7398
533952.7370	8603195.3100	836.8025
533933.6340	8603196.0900	835.8806
533919.0760	8603201.6700	835.6683
533898.5360	8603204.7100	835.4922
533846.6320	8603242.6000	836.5938
533836.2830	8603264.8000	837.0907
533824.7380	8603274.7600	837.3226
533809.9180	8603277.5000	836.6370
533791.2260	8603279.0900	835.7109
533717.3110	8603326.7800	831.4097
533707.4390	8603347.4400	831.2584
533691.9390	8603359.5000	830.2609
533669.3800	8603364.3600	829.4873
533641.3340	8603371.4300	828.8659
533623.3250	8603381.1100	828.8043
533612.3540	8603409.7600	829.0274
533595.3980	8603418.5200	827.5575
533574.0560	8603427.0200	826.9107
533560.5240	8603451.8400	827.8969
