HeightBatt1,Easting,Northing
597.199829101563,540203.253,8625865.205
594.760803222656,540201.855,8625815.225
592.500305175781,540200.457,8625765.244
592.415222167969,540199.058,8625715.264
595.389526367188,540197.660,8625665.284
593.906677246094,540196.262,8625615.303
593.7529296875,540173.657,8625577.383
599.367309570313,540131.238,8625550.914
605.288391113281,540082.895,8625544.413
607.403991699219,540032.903,8625543.540
602.900512695313,539982.911,8625542.668
601.927185058594,539932.918,8625541.795
629.678588867188,539883.037,8625541.725
609.043090820313,539835.335,8625556.706
612.793518066406,539787.632,8625571.687
621.581604003906,539739.929,8625586.668
624.872375488281,539692.226,8625601.650
647.360717773438,539644.738,8625604.344
646.069213867188,539597.587,8625587.707
630.678100585938,539550.436,8625571.070
607.064819335938,539503.285,8625554.433
601.876770019531,539486.013,8625515.295
601.61328125,539483.049,8625465.383
597.368286132813,539480.085,8625415.471
594.276000976563,539477.120,8625365.559
595.643371582031,539497.913,8625321.275
597.011413574219,539522.954,8625277.998
602.000183105469,539547.995,8625234.720
612.994384765625,539573.036,8625191.443
605.111083984375,539598.078,8625148.166
600.632873535156,539623.119,8625104.888
610.231079101563,539660.610,8625073.024
609.000610351563,539701.554,8625044.326
614.451782226563,539742.498,8625015.628
609.09912109375,539783.442,8624986.929
611.974975585938,539824.386,8624958.231
607.687377929688,539865.330,8624929.532
607.592224121094,539906.274,8624900.834
609.115173339844,539947.217,8624872.136
601.039123535156,539988.075,8624843.314
601.548217773438,540028.905,8624814.454
594.331420898438,540069.735,8624785.594
602.447509765625,540110.565,8624756.734
597.9462890625,540151.395,8624727.874
604.786315917969,540192.226,8624699.014
610.983276367188,540233.056,8624670.154
607.764221191406,540273.886,8624641.294
610.093383789063,540314.716,8624612.434
606.102172851563,540355.546,8624583.574
613.353881835938,540396.376,8624554.714
610.28857421875,540437.206,8624525.854
615.593505859375,540478.037,8624496.994
612.542602539063,540518.867,8624468.134
618.70947265625,540559.697,8624439.274
625.265380859375,540600.527,8624410.414
625.002685546875,540640.891,8624380.930
624.103088378906,540680.135,8624349.949
629.134887695313,540719.380,8624318.967
625.835998535156,540758.624,8624287.985
628.737426757813,540797.869,8624257.003
620.674194335938,540837.113,8624226.022
619.534484863281,540876.358,8624195.040
616.259094238281,540915.603,8624164.058
624.953430175781,540954.847,8624133.077
623.839599609375,540994.092,8624102.095
630.7255859375,541033.336,8624071.113
629.695617675781,541072.581,8624040.132
627.002685546875,541111.825,8624009.150
632.012084960938,541151.070,8623978.168
627.475280761719,541190.314,8623947.186
626.535400390625,541229.559,8623916.205
621.978881835938,541268.803,8623885.223
627.232727050781,541308.766,8623855.195
621.905578613281,541349.392,8623826.049
623.294311523438,541390.019,8623796.903
613.72021484375,541430.645,8623767.757
611.831787109375,541471.272,8623738.611
602.14501953125,541511.898,8623709.465
601.384826660156,541552.525,8623680.319
602.385314941406,541593.151,8623651.173
593.976501464844,541633.778,8623622.027
779.138488769531,543493.482,8626682.436
772.183410644531,543518.029,8626642.422
764.65478515625,543530.329,8626593.958
771.556884765625,543542.628,8626545.495
755.952819824219,543554.928,8626497.031
759.38623046875,543567.228,8626448.568
757.085510253906,543575.297,8626399.537
767.417785644531,543576.170,8626349.544
767.075378417969,543577.042,8626299.552
800.715576171875,543577.915,8626249.559
833.102111816406,543562.923,8626204.524
850.852111816406,543533.625,8626164.006
842.06982421875,543504.328,8626123.489
831.383728027344,543469.437,8626088.319
826.054382324219,543430.255,8626057.258
814.094482421875,543391.073,8626026.197
812.538696289063,543351.891,8625995.136
806.99658203125,543312.710,8625964.075
811.805297851563,543273.528,8625933.014
808.464721679688,543235.457,8625900.728
803.833923339844,543200.724,8625864.761
801.401916503906,543165.991,8625828.794
799.357971191406,543131.258,8625792.828
794.602478027344,543096.525,8625756.861
793.067016601563,543061.792,8625720.894
786.387878417969,543027.059,8625684.927
775.399291992188,542992.326,8625648.960
787.411926269531,542957.593,8625612.993
800.169921875,542925.262,8625574.867
802.47412109375,542893.180,8625536.516
804.724609375,542861.097,8625498.166
809.273010253906,542829.015,8625459.816
812.038513183594,542796.933,8625421.466
815.830627441406,542764.524,8625383.448
823.608215332031,542725.598,8625352.066
818.598388671875,542686.672,8625320.685
809.638916015625,542647.746,8625289.304
812.38720703125,542608.820,8625257.923
807.096313476563,542569.895,8625226.542
804.844970703125,542530.969,8625195.161
803.482421875,542499.783,8625158.504
801.75732421875,542484.801,8625110.801
794.196228027344,542469.820,8625063.098
780.727416992188,542454.839,8625015.395
784.074279785156,542439.858,8624967.692
790.693115234375,542429.284,8624918.929
782.16259765625,542420.929,8624869.632
777.331481933594,542412.574,8624820.335
782.16259765625,542418.044,8624864.580
790.693115234375,542426.400,8624913.877
784.074279785156,542436.231,8624962.819
780.727416992188,542451.212,8625010.522
794.196228027344,542466.193,8625058.225
792.516418457031,542481.175,8625105.927
803.482421875,542496.156,8625153.630
811.584228515625,542524.320,8625192.370
807.096313476563,542563.246,8625223.751
812.38720703125,542602.172,8625255.132
809.638916015625,542641.098,8625286.513
818.598388671875,542680.024,8625317.894
814.314575195313,542718.949,8625349.275
815.830627441406,542757.875,8625380.657
812.038513183594,542791.205,8625417.736
809.273010253906,542823.288,8625456.086
804.724609375,542855.370,8625494.436
817.612487792969,542887.452,8625532.787
800.169921875,542919.534,8625571.137
777.083374023438,542951.616,8625609.487
787.36962890625,542986.248,8625645.545
786.387878417969,543020.981,8625681.512
793.067016601563,543055.714,8625717.479
794.602478027344,543090.447,8625753.446
798.2490234375,543125.180,8625789.413
801.401916503906,543159.913,8625825.380
803.833923339844,543194.646,8625861.347
817.4287109375,543229.379,8625897.314
819.768127441406,543266.844,8625930.268
813.314270019531,543306.026,8625961.329
818.622497558594,543345.207,8625992.390
819.072814941406,543384.389,8626023.451
831.390686035156,543423.571,8626054.512
831.383728027344,543462.753,8626085.573
842.06982421875,543498.961,8626119.479
857.121704101563,543528.258,8626159.997
833.102111816406,543557.555,8626200.514
800.715576171875,543576.004,8626244.439
767.075378417969,543575.131,8626294.431
767.417785644531,543574.259,8626344.423
757.085510253906,543573.386,8626394.416
759.38623046875,543566.426,8626443.594
755.952819824219,543554.127,8626492.057
771.556884765625,543541.827,8626540.521
787.010620117188,543529.527,8626588.985
772.183410644531,543517.228,8626637.448
779.138488769531,543494.973,8626679.738
777.502624511719,539770.527,8632143.100
780.196472167969,539803.150,8632105.600
767.427612304688,539839.117,8632070.867
772.760620117188,539875.084,8632036.134
794.739379882813,539879.124,8631996.181
801.414978027344,539855.609,8631952.056
756.883422851563,539832.093,8631907.931
754.833190917969,539795.892,8631884.333
767.8046875,539745.899,8631883.461
782.947814941406,539695.907,8631882.588
796.073425292969,539645.914,8631881.716
807.519775390625,539596.056,8631880.135
808.548583984375,539549.204,8631862.674
802.597778320313,539502.352,8631845.213
802.947082519531,539455.500,8631827.751
807.724426269531,539408.648,8631810.290
802.207824707031,539361.796,8631792.829
787.145080566406,539328.508,8631757.976
769.090087890625,539300.161,8631716.789
755.336791992188,539277.874,8631673.775
732.888000488281,539278.747,8631623.782
725.632080078125,539279.619,8631573.790
721.81201171875,539280.492,8631523.797
719.663879394531,539281.365,8631473.805
711.777587890625,539282.237,8631423.813
709.51123046875,539283.110,8631373.820
713.036804199219,539283.983,8631323.828
716.590698242188,539284.855,8631273.836
706.186279296875,539290.135,8631224.464
710.221984863281,539303.106,8631176.176
711.513793945313,539316.078,8631127.888
719.262878417969,539329.049,8631079.600
713.307800292969,539359.310,8631041.820
716.142822265625,539396.202,8631008.072
700.950927734375,539433.094,8630974.323
702.628295898438,539469.987,8630940.575
707.275512695313,539506.879,8630906.826
704.302490234375,539543.771,8630873.078
726.813781738281,539580.663,8630839.329
746.597412109375,539617.530,8630805.556
730.326416015625,539648.223,8630766.086
693.323913574219,539678.917,8630726.615
671.534606933594,539708.263,8630686.643
662.64990234375,539709.136,8630636.651
638.381103515625,539710.008,8630586.659
630.268371582031,539709.291,8630536.705
612.812316894531,539706.009,8630486.812
610.9697265625,539702.727,8630436.920
606.781616210938,539699.445,8630387.028
599.765930175781,539695.480,8630337.186
596.456909179688,539691.106,8630308.450
604.193786621094,539695.212,8630358.281
614.997619628906,539698.830,8630408.148
608.919616699219,539702.112,8630458.040
617.127075195313,539705.394,8630507.933
640.352416992188,539708.511,8630557.829
656.169311523438,539707.638,8630607.821
667.198608398438,539706.766,8630657.814
674.427124023438,539694.215,8630703.685
712.472595214844,539663.521,8630743.156
733.460876464844,539632.827,8630782.626
743.13818359375,539599.349,8630819.525
714.544189453125,539562.457,8630853.274
710.916625976563,539525.564,8630887.022
704.464172363281,539488.672,8630920.771
697.215576171875,539451.780,8630954.519
710.59912109375,539414.888,8630988.268
715.299926757813,539377.995,8631022.016
714.497924804688,539341.103,8631055.765
713.580078125,539321.489,8631100.035
721.174377441406,539308.517,8631148.323
706.943969726563,539295.546,8631196.612
715.887023925781,539283.358,8631245.012
715.095520019531,539282.485,8631295.004
710.264892578125,539281.613,8631344.997
711.040100097656,539280.740,8631394.989
713.997192382813,539279.868,8631444.981
722.314270019531,539278.995,8631494.974
723.7548828125,539278.122,8631544.966
728.785095214844,539277.250,8631594.959
740.515930175781,539276.377,8631644.951
762.147827148438,539281.475,8631693.167
780.494323730469,539309.823,8631734.355
795.423278808594,539338.170,8631775.543
800.191711425781,539378.628,8631801.236
805.093017578125,539425.480,8631818.697
806.457824707031,539472.332,8631836.159
809.765625,539519.184,8631853.620
814.547485351563,539566.036,8631871.082
801.959411621094,539613.912,8631883.157
791.834716796875,539663.905,8631884.030
775.458129882813,539713.897,8631884.903
764.099304199219,539763.889,8631885.775
748.010986328125,539813.882,8631886.648
773.432189941406,539839.858,8631926.753
813.768798828125,539863.374,8631970.878
785.330322265625,539886.889,8632015.003
773.920715332031,539857.108,8632050.713
778.647277832031,539821.141,8632085.446
784.608276367188,539785.174,8632120.179
819.018920898438,542766.806,8628668.100
817.221374511719,542735.612,8628630.992
819.308288574219,542702.139,8628593.849
815.469970703125,542677.294,8628552.249
810.054626464844,542666.364,8628503.458
801.900817871094,542655.434,8628454.667
801.046997070313,542644.504,8628405.877
796.595581054688,542633.574,8628357.086
796.691101074219,542622.643,8628308.295
787.734313964844,542611.713,8628259.504
805.108825683594,542600.783,8628210.714
819.803283691406,542589.853,8628161.923
823.058227539063,542578.923,8628113.132
823.540222167969,542576.806,8628064.499
821.558776855469,542589.470,8628016.129
798.573791503906,542602.134,8627967.759
783.695190429688,542614.797,8627919.390
792.359985351563,542627.461,8627871.020
788.913513183594,542640.125,8627822.650
784.085205078125,542652.788,8627774.281
796.042785644531,542665.452,8627725.911
792.818481445313,542678.116,8627677.541
786.842407226563,542690.779,8627629.171
795.718872070313,542703.443,8627580.802
795.1591796875,542718.074,8627533.272
793.990600585938,542744.258,8627490.676
777.080078125,542770.442,8627448.080
783.80517578125,542796.626,8627405.485
790.132019042969,542822.810,8627362.889
795.658630371094,542848.993,8627320.293
784.040283203125,542875.177,8627277.697
790.255798339844,542901.361,8627235.101
788.441589355469,542933.521,8627197.309
795.520874023438,542969.488,8627162.576
791.721984863281,543005.455,8627127.843
780.6162109375,543019.948,8627111.067
793.652282714844,542983.981,8627145.800
797.294311523438,542948.014,8627180.533
789.276672363281,542912.047,8627215.266
792.293395996094,542885.299,8627257.411
790.002502441406,542859.115,8627300.007
789.742492675781,542832.932,8627342.603
792.340026855469,542806.748,8627385.199
785.681884765625,542780.564,8627427.795
782.98388671875,542754.380,8627470.391
801.544677734375,542728.196,8627512.986
801.939270019531,542707.378,8627557.877
789.369384765625,542694.714,8627606.247
798.105224609375,542682.050,8627654.616
801.769470214844,542669.386,8627702.986
785.419311523438,542656.723,8627751.356
792.462829589844,542644.059,8627799.726
784.944213867188,542631.395,8627848.095
788.262878417969,542618.732,8627896.465
792.9375,542606.068,8627944.835
808.987121582031,542593.404,8627993.205
822.556579589844,542580.741,8628041.574
824.744384765625,542571.695,8628090.019
821.410827636719,542582.625,8628138.809
807.452270507813,542593.556,8628187.600
804.804016113281,542604.486,8628236.391
792.465881347656,542615.416,8628285.181
803.415893554688,542626.346,8628333.972
800.085815429688,542637.276,8628382.763
808.305786132813,542648.206,8628431.553
806.231079101563,542659.137,8628480.344
802.367980957031,542670.067,8628529.135
823.438415527344,542683.803,8628576.490
817.642517089844,542717.275,8628613.633
819.018920898438,542750.748,8628650.775
846.060119628906,543203.560,8624307.474
846.989318847656,543252.189,8624317.286
859.080322265625,543301.358,8624326.365
891.191711425781,543350.526,8624335.445
891.114074707031,543399.695,8624344.524
858.75732421875,543435.972,8624335.231
857.829711914063,543442.680,8624285.683
859.783630371094,543449.388,8624236.135
847.491577148438,543456.096,8624186.587
852.9453125,543462.803,8624137.039
882.040771484375,543468.099,8624087.384
899.764221191406,543468.972,8624037.391
910.229919433594,543469.845,8623987.399
895.848388671875,543470.717,8623937.406
879.797973632813,543476.094,8623887.697
867.238586425781,543481.489,8623837.989
867.238586425781,543479.731,8623835.651
879.797973632813,543474.336,8623885.359
902.80908203125,543468.941,8623935.067
910.229919433594,543467.885,8623985.048
899.764221191406,543467.013,8624035.040
882.040771484375,543466.140,8624085.033
852.9453125,543461.101,8624134.708
847.491577148438,543454.393,8624184.256
859.783630371094,543447.685,8624233.804
857.829711914063,543440.977,8624283.352
858.75732421875,543434.270,8624332.900
891.114074707031,543398.457,8624342.262
875.389282226563,543349.288,8624333.182
859.080322265625,543300.120,8624324.103
846.989318847656,543250.951,8624315.024
798.23876953125,543092.805,8627043.100
815.060607910156,543128.918,8627008.617
814.414794921875,543164.885,8626973.884
818.299072265625,543200.852,8626939.151
821.19970703125,543236.819,8626904.418
819.837219238281,543226.692,8626911.417
818.299072265625,543190.725,8626946.150
814.414794921875,543154.758,8626980.882
802.673828125,543118.791,8627015.615
622.871276855469,539686.384,8630193.100
624.013000488281,539688.229,8630143.672
630.973815917969,539689.102,8630093.680
638.150573730469,539689.974,8630043.687
624.088928222656,539690.847,8629993.695
620.867370605469,539691.720,8629943.702
619.622009277344,539692.592,8629893.710
612.575317382813,539693.465,8629843.718
603.22412109375,539694.338,8629793.725
595.572692871094,539708.792,8629755.378
603.22412109375,539692.242,8629799.193
612.575317382813,539691.369,8629849.185
619.622009277344,539690.497,8629899.177
632.061889648438,539689.624,8629949.170
636.983825683594,539688.751,8629999.162
638.150573730469,539687.879,8630049.155
630.973815917969,539687.006,8630099.147
624.013000488281,539686.133,8630149.139
790.495300292969,539949.928,8633606.991
801.161804199219,539917.528,8633640.920
816.287414550781,539890.092,8633680.687
833.088012695313,539889.219,8633730.679
834.300415039063,539888.347,8633780.672
835.94287109375,539874.734,8633828.368
812.770690917969,539858.097,8633875.519
784.594177246094,539809.450,8633876.583
771.85400390625,539759.457,8633875.711
751.267517089844,539709.465,8633874.838
738.361328125,539659.473,8633873.965
721.772827148438,539609.480,8633873.093
719.7783203125,539559.488,8633872.220
711.156677246094,539509.496,8633871.347
709.3720703125,539459.503,8633870.475
734.646789550781,539409.511,8633869.602
738.47412109375,539359.518,8633868.730
754.401489257813,539309.526,8633867.857
751.474975585938,539262.146,8633878.083
745.144775390625,539217.840,8633901.255
748.346618652344,539173.534,8633924.428
760.257873535156,539129.229,8633947.601
746.400573730469,539093.871,8633982.007
751.372497558594,539061.417,8634020.043
755.444396972656,539028.963,8634058.079
749.157470703125,538996.508,8634096.115
757.419921875,538964.054,8634134.151
763.158020019531,538931.600,8634172.186
765.094116210938,538901.750,8634211.937
763.010070800781,538879.674,8634256.800
780.05712890625,538857.597,8634301.662
780.050476074219,538835.521,8634346.525
780.064575195313,538813.445,8634391.387
788.2080078125,538791.369,8634436.250
792.481689453125,538770.731,8634481.780
798.622619628906,538750.698,8634527.592
791.197509765625,538730.665,8634573.403
779.710021972656,538710.631,8634619.214
764.044494628906,538698.725,8634577.284
751.55126953125,538687.446,8634528.572
740.519226074219,538664.214,8634485.980
740.905578613281,538631.231,8634448.402
721.227478027344,538598.248,8634410.823
719.439880371094,538565.266,8634373.245
721.859924316406,538534.363,8634334.340
724.587829589844,538514.206,8634288.583
719.483581542969,538494.048,8634242.827
711.735473632813,538473.891,8634197.070
699.827880859375,538453.733,8634151.313
689.510620117188,538435.392,8634104.801
681.623718261719,538417.164,8634058.242
672.840881347656,538398.936,8634011.683
666.315124511719,538380.709,8633965.124
658.795471191406,538362.481,8633918.565
661.312683105469,538351.136,8633870.348
655.869812011719,538346.162,8633820.596
661.971130371094,538341.187,8633770.844
670.155578613281,538336.213,8633721.092
676.244384765625,538331.238,8633671.340
675.124572753906,538324.078,8633621.911
679.482604980469,538314.456,8633572.845
683.777282714844,538304.834,8633523.780
694.856384277344,538295.213,8633474.714
701.818298339844,538280.089,8633428.302
681.543273925781,538247.528,8633390.358
677.797912597656,538214.967,8633352.413
669.661682128906,538182.406,8633314.468
673.616882324219,538207.237,8633346.476
684.059875488281,538239.798,8633384.421
701.818298339844,538272.359,8633422.365
699.862426757813,538291.615,8633466.760
683.777282714844,538301.236,8633515.825
684.980407714844,538310.858,8633564.891
675.124572753906,538320.480,8633613.957
670.387878417969,538328.421,8633663.270
670.155578613281,538333.396,8633713.022
666.035705566406,538338.370,8633762.774
655.869812011719,538343.345,8633812.526
651.351501464844,538348.319,8633862.278
658.795471191406,538357.389,8633911.046
666.315124511719,538375.617,8633957.605
673.680786132813,538393.845,8634004.164
681.623718261719,538412.072,8634050.723
689.510620117188,538430.300,8634097.282
688.198425292969,538448.528,8634143.841
700.246276855469,538468.456,8634189.694
706.772521972656,538488.613,8634235.450
713.860900878906,538508.770,8634281.207
716.501586914063,538528.928,8634326.964
731.599670410156,538557.460,8634367.384
736.045593261719,538590.443,8634404.962
726.060913085938,538623.426,8634442.541
740.519226074219,538656.409,8634480.119
751.55126953125,538683.567,8634520.685
772.969604492188,538694.846,8634569.396
761.797729492188,538706.124,8634618.108
785.553527832031,538725.650,8634589.861
799.62939453125,538745.684,8634544.049
802.137817382813,538765.717,8634498.238
794.238708496094,538785.750,8634452.427
791.546081542969,538807.734,8634407.522
787.127624511719,538829.811,8634362.659
772.119873046875,538851.887,8634317.797
765.802001953125,538873.963,8634272.934
765.094116210938,538896.039,8634228.072
775.226013183594,538922.412,8634186.036
757.419921875,538954.866,8634148.000
760.644226074219,538987.321,8634109.964
745.622680664063,539019.775,8634071.928
740.820495605469,539052.229,8634033.892
748.582824707031,539084.683,8633995.856
748.173095703125,539117.137,8633957.820
744.34228515625,539160.521,8633933.492
740.401794433594,539204.827,8633910.319
755.771118164063,539249.133,8633887.146
754.401489257813,539294.770,8633869.600
740.498413085938,539344.762,8633870.472
724.249816894531,539394.755,8633871.345
714.441284179688,539444.747,8633872.218
711.156677246094,539494.739,8633873.090
717.098022460938,539544.732,8633873.963
721.772827148438,539594.724,8633874.835
723.1494140625,539644.716,8633875.708
751.267517089844,539694.709,8633876.581
765.431823730469,539744.701,8633877.453
784.594177246094,539794.694,8633878.326
801.130920410156,539844.686,8633879.199
834.54931640625,539870.827,8633845.450
835.663818359375,539887.464,8633798.299
821.412902832031,539890.904,8633748.766
818.9970703125,539891.776,8633698.773
813.785522460938,539908.075,8633654.739
789.495788574219,539941.033,8633617.139
708.195678710938,541946.891,8626666.293
716.688293457031,541906.665,8626694.957
718.686401367188,541866.573,8626724.835
734.457580566406,541826.481,8626754.712
733.015380859375,541786.390,8626784.589
735.002014160156,541746.298,8626814.466
722.030212402344,541706.206,8626844.344
714.002502441406,541666.114,8626874.221
701.097290039063,541627.303,8626905.428
705.104187011719,541596.009,8626944.424
698.073425292969,541564.715,8626983.420
700.510986328125,541533.421,8627022.416
692.541381835938,541502.127,8627061.412
697.044311523438,541470.833,8627100.408
691.002685546875,541439.539,8627139.404
688.195617675781,541408.245,8627178.400
693.234985351563,541376.951,8627217.396
693.873596191406,541345.657,8627256.392
703.77490234375,541314.363,8627295.388
699.002502441406,541283.069,8627334.384
694.545776367188,541246.344,8627367.635
698.178405761719,541205.653,8627396.691
691.375671386719,541164.962,8627425.746
694.6201171875,541124.271,8627454.802
690.046875,541083.580,8627483.858
694.130798339844,541042.889,8627512.913
694.144592285156,541002.197,8627541.969
699.21142578125,540961.506,8627571.025
699.69091796875,540920.815,8627600.080
700.665405273438,540880.124,8627629.136
708.69580078125,540835.230,8627650.216
695.802795410156,540788.257,8627667.347
697.351623535156,540741.284,8627684.479
701.409423828125,540694.310,8627701.611
698.74267578125,540647.337,8627718.743
698.812194824219,540600.363,8627735.874
706.177612304688,540553.390,8627753.006
706.044372558594,540506.416,8627770.138
701.296508789063,540458.067,8627779.065
693.490478515625,540408.075,8627778.192
692.293823242188,540358.083,8627777.320
689.700317382813,540308.090,8627776.447
688.108276367188,540258.098,8627775.575
688.075805664063,540208.105,8627774.702
689.701416015625,540158.113,8627773.829
691.795715332031,540108.121,8627772.957
698.620178222656,540058.128,8627772.084
705.053771972656,540008.136,8627771.211
701.569885253906,539959.497,8627761.139
696.572998046875,539911.373,8627747.572
698.704772949219,539863.249,8627734.006
686.1953125,539815.125,8627720.439
668.586486816406,539767.000,8627706.872
676.160827636719,539718.876,8627693.306
673.434387207031,539677.298,8627665.839
685.688598632813,539636.185,8627637.382
690.311706542969,539595.073,8627608.925
697.847106933594,539553.961,8627580.468
713.262878417969,539506.886,8627573.204
