530723.7400	8632881.1400	709.3843
530706.9770	8632874.6700	709.5187
530686.2270	8632864.7000	710.7276
530671.4210	8632851.5500	711.6427
530661.4920	8632840.6400	711.6988
530658.1950	8632828.7400	711.5608
530655.2560	8632816.1500	711.5302
530631.7750	8632769.3500	712.3171
530602.5550	8632741.1900	714.3661
530585.7470	8632730.0900	715.8363
530567.4380	8632721.3600	717.1685
530484.8030	8632659.1300	718.9418
530453.6220	8632653.8100	720.7388
530414.8250	8632647.7400	721.9649
530394.1650	8632645.9400	722.7292
530369.0560	8632644.7700	723.1263
