512328.1980	8656059.0500	650.2464
512327.1310	8656061.4700	649.3525
512322.3980	8656064.7000	649.0757
512317.8360	8656069.2200	648.8945
512315.3700	8656072.0500	648.8945
512309.2090	8656077.6000	648.5341
512305.3430	8656082.5700	648.0746
512301.8770	8656086.4200	647.8304
512298.8940	8656089.8300	647.7326
512293.9330	8656093.5800	647.6152
512292.9700	8656100.1600	648.2896
512289.0540	8656102.5000	647.6992
512284.1490	8656108.0300	647.6671
512279.4730	8656114.0900	647.4241
512275.5500	8656119.4800	646.9454
512272.9710	8656122.3300	646.7791
512272.0290	8656122.6500	647.3544
512271.7300	8656122.6000	647.6713
512277.6790	8656115.5800	648.1359
512283.1540	8656109.6100	648.4744
512287.2170	8656103.9800	648.6473
512293.4600	8656099.7000	649.2140
512296.1050	8656095.1100	648.9674
512298.3770	8656089.8600	648.8206
512304.6390	8656083.3700	649.1232
512308.1300	8656078.8400	649.3052
512312.4030	8656074.0400	649.7361
512316.2550	8656070.2000	649.9050
512320.8520	8656066.2900	650.1030
512326.2780	8656061.4300	650.1704
