518743.7270	8647287.9300	708.9860
518704.8930	8647249.4000	708.6426
518689.1090	8647233.3100	707.9322
518670.0380	8647207.5400	708.6575
518653.1220	8647180.6100	710.1470
518621.9310	8647143.4500	709.5599
518610.3090	8647132.0200	708.9315
518598.2910	8647122.2600	708.5154
518538.3890	8647072.2700	707.9319
518518.4640	8647053.9100	708.1518
518504.7100	8647040.7700	708.6428
518498.9770	8647034.9400	708.6489
518487.2780	8647024.5400	708.2439
518479.1060	8647015.0000	708.3989
518473.5960	8647009.2400	708.8798
518467.3460	8647002.1700	708.9454
518458.9020	8646994.0200	708.6935
518454.0750	8646987.3400	708.7725
518451.8060	8646984.3900	708.9400
518447.8350	8646979.9500	708.9842
518441.3910	8646971.7700	709.0139
518437.2480	8646966.5200	709.0340
518413.0820	8646934.6300	709.9056
518354.5900	8646859.2000	711.2687
518310.8030	8646823.1200	711.4146
518269.9960	8646790.0000	711.5442
518241.6850	8646766.0900	711.5786
518202.6660	8646736.6200	711.5902
518178.8340	8646719.4600	711.4381
518161.6150	8646706.7000	711.3964
518146.3940	8646692.1100	712.0586
518132.9050	8646678.6800	713.1702
518120.9340	8646665.3700	713.3555
518117.7800	8646660.7800	714.1883
518133.1050	8646676.1000	714.3034
518149.9210	8646694.4000	713.0935
518161.5350	8646705.0000	712.6463
518189.6720	8646725.3600	712.5327
518230.8530	8646755.4100	712.6480
518262.9620	8646781.4800	712.6746
518304.4950	8646815.9000	712.5132
518350.7320	8646852.7500	712.5683
518421.0930	8646941.2600	711.2432
518455.8140	8646986.1400	710.4814
518499.6210	8647033.8800	709.7677
518570.2750	8647095.1200	710.1478
518624.9370	8647144.6300	710.8495
518647.9950	8647173.0800	711.4485
518665.8570	8647195.6000	710.7592
518686.3330	8647226.0500	709.2566
518691.1430	8647232.4000	709.3483
518707.5390	8647249.2100	709.9653
518727.7580	8647270.6900	709.8035
