511283.5930	8660071.6200	745.9412
511280.2950	8660071.3700	746.0585
511276.1770	8660071.0000	746.6247
511271.9450	8660070.9500	746.9211
511266.9470	8660070.3500	747.4036
511263.6750	8660070.4500	747.8483
511260.8750	8660070.8400	748.1556
511258.1540	8660071.7300	747.6675
511255.0780	8660072.9500	747.3421
511251.2290	8660074.4100	747.6085
511249.5480	8660074.4600	748.1597
511262.4940	8660070.2100	749.4675
511270.1870	8660069.6700	749.6559
511277.8800	8660070.0200	750.2164
511284.6040	8660069.8500	750.8363
511292.9460	8660070.2000	751.4647
511298.1110	8660069.6500	751.7338
511294.2260	8660071.8400	749.1074
511287.7690	8660072.0500	746.9191
511283.3640	8660071.5300	745.9321
