511123.6660	8660200.9000	765.8415
511121.1750	8660188.8400	765.2613
511122.9880	8660180.8500	765.3214
511127.7660	8660165.4600	765.2657
511129.6960	8660157.3700	765.1305
511130.8190	8660145.6300	764.6802
511135.1470	8660137.7400	764.8450
511138.9330	8660129.8000	765.1267
511147.0840	8660122.1400	765.4303
511155.2520	8660115.4300	765.6795
511162.0110	8660109.3000	766.2720
511171.6360	8660101.7800	766.7294
511182.8800	8660093.2100	767.2962
511192.2890	8660085.3300	767.8731
511212.8070	8660074.8000	769.2964
511227.7880	8660069.1700	770.2298
511240.6280	8660063.3000	770.7831
511256.4890	8660057.3500	772.3663
511270.2130	8660056.8900	773.5230
511278.3610	8660055.4800	774.3726
511288.7010	8660054.5800	775.5161
511293.5710	8660052.1700	775.6852
511315.3610	8660050.6300	777.3384
511329.3650	8660052.2100	778.5264
511340.1630	8660054.1700	778.8064
511350.1080	8660053.0600	779.8191
511340.4230	8660054.6300	778.2635
511328.3560	8660053.0300	777.2940
511318.6540	8660052.3000	776.4064
511300.2450	8660051.7000	775.0912
511287.2390	8660055.5100	774.0193
511268.0180	8660058.0000	772.4806
511254.3110	8660058.5700	771.5736
511244.4630	8660062.1900	770.5864
511237.1340	8660066.2600	769.8775
511227.2660	8660069.9900	769.3812
511213.5470	8660075.0600	768.0071
511189.7440	8660088.7900	766.0642
511180.4300	8660095.1200	765.4767
511169.2310	8660104.1400	764.5514
511160.5550	8660111.4700	764.2722
511145.8830	8660124.7600	764.3362
511139.0600	8660130.8600	764.1056
511134.7730	8660139.2600	764.1546
511130.6880	8660147.3000	763.7874
511130.0410	8660153.6900	763.8660
511129.7200	8660161.4000	764.3752
511127.1350	8660167.3900	764.2008
511123.4960	8660181.2800	764.5396
511122.4040	8660185.5100	763.7546
511119.7720	8660193.2800	763.3409
511123.3150	8660198.6800	764.0242
