511312.1790	8660065.5100	756.9681
511307.5290	8660066.7500	756.0550
511303.3420	8660066.5600	755.3690
511300.8350	8660066.9900	755.0163
511298.3200	8660067.1800	753.9861
511295.0790	8660067.9500	753.2774
511292.1140	8660069.4900	752.4272
511289.7880	8660069.7700	752.3578
511286.3230	8660068.4500	752.4411
511283.5720	8660068.4700	752.6359
511280.4630	8660067.6700	753.1473
511277.4960	8660067.3800	752.7049
511273.8880	8660067.7200	752.2514
511271.3090	8660067.3600	751.9881
511268.2470	8660067.5000	751.3136
511264.0460	8660068.0900	750.9005
511261.2370	8660069.3200	750.7816
511259.0220	8660070.6900	749.9975
511257.0300	8660071.1000	749.7129
511252.7680	8660072.7100	749.2180
511247.7680	8660074.5100	748.9364
511243.7480	8660074.8300	748.9230
511241.0420	8660075.3200	749.3598
511239.6840	8660075.5800	749.7200
511238.2650	8660075.7700	750.6433
511236.5230	8660077.0000	751.4045
511234.5150	8660076.7800	752.1253
511250.0500	8660071.0000	753.5000
511261.0300	8660067.8000	754.3233
511271.5460	8660066.8000	755.2074
511282.7520	8660067.2800	756.3345
511290.7120	8660066.0000	756.5663
511300.4720	8660066.0000	757.4103
511308.1320	8660066.3000	757.8506
