511500.2990	8660023.5500	802.3604
511479.7120	8660024.0800	801.0161
511461.3530	8660025.3100	799.3914
511430.7490	8660026.7000	797.3797
511412.3950	8660026.2000	796.0455
511378.1650	8660029.9500	793.6706
511328.2070	8660038.0000	791.5450
511298.9640	8660040.0100	790.2070
511276.0380	8660042.1900	788.0261
511263.1170	8660041.3000	787.4659
511304.2020	8660039.4900	791.2779
511326.4830	8660038.0000	792.5356
511341.0260	8660036.6100	793.6572
511371.1110	8660029.0000	795.2974
511389.6900	8660026.9700	796.2849
511417.1650	8660024.2900	797.3225
511438.3960	8660024.4400	799.1212
511470.5150	8660025.0900	801.6450
511494.3670	8660023.1700	803.1351
