529304.6290	8632527.3100	638.0177
529303.8080	8632527.5300	637.3519
529291.1580	8632520.2100	637.4450
529280.6310	8632513.1500	637.6965
529275.9680	8632510.1300	638.0439
529272.4920	8632507.4200	638.0097
529266.7000	8632502.4800	638.7629
529261.3710	8632499.8400	639.4223
529240.6090	8632486.8400	640.9308
529236.0230	8632481.9900	641.7630
529235.8520	8632480.8200	642.6157
529247.7720	8632489.7900	641.3392
529259.9810	8632497.5600	640.6110
529273.2770	8632507.4300	639.5145
529285.9630	8632516.4600	638.8410
529295.3610	8632524.4900	638.2589
