513211.6510	8655736.2200	825.5570
513193.2760	8655740.8000	825.1078
513177.4970	8655741.3900	824.7607
513158.2360	8655735.8000	823.7405
513142.5910	8655730.5200	822.6317
513126.4610	8655723.9300	822.4203
513106.7010	8655718.2100	821.5975
513084.9620	8655712.0200	820.5115
513066.1770	8655706.4100	818.9776
513042.7170	8655697.2200	817.1156
513015.2010	8655686.5300	814.5446
512989.2170	8655680.4200	812.4292
512966.0090	8655675.3400	812.2734
512946.9120	8655669.3000	810.4529
512922.2220	8655663.8100	808.7407
512895.6130	8655660.8200	807.1685
512868.3220	8655656.6700	805.3242
